,name,lat.old,long.old,state,stateAbb,DRNAREA,PctAg2006Slp10Cat,PctAg2006Slp20Cat,CBNFCat,FertCat,ManureCat,BFICat,CanalDensCat,CoalMineDensCat,DamDensCat,DamNIDStorM3Cat,DamNrmStorM3Cat,ElevCat,NPDESDensCat,SuperfundDensCat,TRIDensCat,PctFire2000Cat,PctFire2001Cat,PctFire2002Cat,PctFire2003Cat,PctFire2004Cat,PctFire2005Cat,PctFire2006Cat,PctFire2007Cat,PctFire2008Cat,PctFire2009Cat,PctFire2010Cat,PctFrstLoss2001Cat,PctFrstLoss2002Cat,PctFrstLoss2003Cat,PctFrstLoss2004Cat,PctFrstLoss2005Cat,PctFrstLoss2006Cat,PctFrstLoss2007Cat,PctFrstLoss2008Cat,PctFrstLoss2009Cat,PctFrstLoss2010Cat,PctFrstLoss2011Cat,PctFrstLoss2012Cat,PctFrstLoss2013Cat,Al2O3Cat,CaOCat,Fe2O3Cat,K2OCat,MgOCat,Na2OCat,P2O5Cat,SCat,SiO2Cat,NCat,HydrlCondCat,CompStrgthCat,PctImp2006Cat,AgKffactCat,KffactCat,PctAlkIntruVolCat,PctAlluvCoastCat,PctCarbResidCat,PctCoastCrsCat,PctColluvSedCat,PctEolCrsCat,PctEolFineCat,PctExtruVolCat,PctGlacLakeCrsCat,PctGlacLakeFineCat,PctGlacTilClayCat,PctGlacTilCrsCat,PctGlacTilLoamCat,PctHydricCat,PctNonCarbResidCat,PctSalLakeCat,PctSilicicCat,PctWaterCat,MineDensCat,DensCat,NABD_NIDStorM3Cat,NABD_NrmStorM3Cat,InorgNWetDep_2008Cat,NH4_2008Cat,NO3_2008Cat,SN_2008Cat,PctBl2006Cat,PctConif2006Cat,PctCrop2006Cat,PctDecid2006Cat,PctGrs2006Cat,PctHay2006Cat,PctHbWet2006Cat,PctIce2006Cat,PctMxFst2006Cat,PctOw2006Cat,PctShrb2006Cat,PctUrbHi2006Cat,PctUrbLo2006Cat,PctUrbMd2006Cat,PctUrbOp2006Cat,PctWdWet2006Cat,PctBl2011Cat,PctConif2011Cat,PctCrop2011Cat,PctDecid2011Cat,PctGrs2011Cat,PctHay2011Cat,PctHbWet2011Cat,PctIce2011Cat,PctMxFst2011Cat,PctOw2011Cat,PctShrb2011Cat,PctUrbHi2011Cat,PctUrbLo2011Cat,PctUrbMd2011Cat,PctUrbOp2011Cat,PctWdWet2011Cat,PctNonAgIntrodManagVegCat,Pestic97Cat,Precip08Cat,Precip09Cat,Tmean08Cat,Tmean09Cat,Precip8110Cat,Tmax8110Cat,Tmean8110Cat,Tmin8110Cat,MAST_2008,MAST_2009,MAST_2013,MAST_2014,MSST_2008,MSST_2009,MSST_2013,MSST_2014,MWST_2008,MWST_2009,MWST_2013,MWST_2014,RdDensCat
37,S19S_0053,41.869583,-72.796767,Connecticut,CT,5.6331,0.687010705,0.095861959,0.587953347,3.968685093,0.0,50.26921233,0.0,0.0,0.0,0.0,0.0,90.67425467,0.177522146,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.495286787,0.223677904,0.0,0.015976993,0.143792938,0.0,0.047930979,0.0,0.0,0.0,0.25563189,0.079884966,0.0,9.178901335,1.800685041,2.513314604,2.508038925,1.23458911,0.726082805,0.121476637,0.055486142,71.09162321,0.054986334,0.118671873,113.3905083,5.683335996,0.018357565,0.255660649,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.77009107,0.0,0,79.22990893,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.919731595,2.540904129,13.07646866,710.3636475,0.0,12.76561751,2.827927784,33.61559355,0.095861959,4.521489056,0.495286787,0.0,5.719763541,5.080683815,4.313788145,0.383447835,6.550567183,3.962294296,9.905735741,9.761942802,0.0,12.46205464,2.843904777,30.29237897,0.095861959,3.291260585,1.118389519,0.0,5.799648506,5.336315705,3.147467647,0.575171753,6.454705224,4.361719124,10.60872344,13.61239815,32.01789423,9.255442284,1642.980884,1274.420175,10.12750799,9.600313287,1206.744948,15.55349702,9.852237588,4.145970392,10.76674166,10.65314638,10.80616773,10.65250247,22.38128604,22.38309059,23.46768291,22.43849846,1.291923715,0.922855092,1.19540295,0.907671926,3.356166837
38,S19S_0054,37.5728,-77.02396,Virginia,VA,3.5253,0.051059484,0.0,10.63043478,18.50483092,0.0,50.94152971,0.0,0.0,0.0,0.0,0.0,2.438389073,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87188571,0.902966565,6.470819645,2.271516331,0.915873076,1.675953181,0.127161364,0.026307801,70.21838993,0.572315986,10.78646115,1.327806011,0.131478172,0.05279806,0.123443962,0.0,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.852176007,2.412480838,8.781290976,559.3509689,0.0,0.765892265,20.44932346,0.893540975,0.382946132,6.89303038,8.399285167,0.0,0.0,28.23589482,0.459535359,0.0,0.0,0.0,4.467704876,29.05284657,0.0,0.561654327,20.29614501,0.765892265,0.459535359,6.89303038,7.990809293,0.0,0.35741639,28.23589482,0.868011233,0.0,0.0,0.0,4.467704876,29.10390605,32.01429666,77.46366153,1106.554587,1330.941465,15.3204728,14.98047676,1136.562119,21.14800424,14.95572583,8.758587937,15.09130149,14.90457304,14.94932131,14.61326934,24.57345407,24.62389946,24.56740857,24.56418477,4.96672289,3.796136687,4.793695851,3.431256198,1.697979396
39,S19S_0055,46.7322206,-117.180384,Washington,WA,22.3569,33.98413912,3.345275955,1.456141057,32.76317379,0.0,44.95169277,0.0,0.0,0.0,0.0,0.0,788.9022068,0.0,0.0,0.04472892,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.004025603,0.0,0.0,0.0,0.0,0.0,0.008051206,0.0,0.0,0.0,0.0,0.0,11.79860754,4.500462563,9.618531333,2.000556853,1.725881457,1.555783107,0.14826569,0.018380475,61.24070492,0.136639104,37.67290722,21.02909383,9.422446761,0.241089328,0.335091583,0.0,0.0,0.0,0,0.0,0.0,87.88293547,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,12.11706453,0.0,0.0,0.0,0.0,0.0,1.17014713,0.942736053,1.946292321,108.8977174,0.0,0.217382553,72.80705286,0.0,0.0,0.0,0.020128014,0.0,0.0,0.0,0.068435248,0.83732539,9.923110986,7.358801981,8.767762973,0.0,0.0,0.217382553,71.94154825,0.0,0.0,0.0,0.020128014,0.0,0.0,0.0,0.068435248,1.151322411,10.00764865,8.345074675,8.248460207,0.0,99.93559035,78.57933908,479.3542542,570.5356377,8.257242878,8.372336101,515.4781072,14.53815394,8.546493325,2.550373984,10.47778163,10.49036323,10.52207812,10.79640593,19.0610763,19.72918661,19.95916088,21.06804517,2.331850497,2.603810777,2.430034248,2.209942074,4.096168583
40,S19S_0059,48.16859001,-117.3903992,Washington,WA,5.5053,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,1029.539688,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.680725846,0.065391532,0.0,0.0,0.604871669,5.182278895,0.196174595,4.773581821,2.746444335,0.016347883,0.376001308,0.0,0.0,15.15436459,2.97678709,3.986780882,3.505577087,1.406504989,3.437015057,0.13594,0.030636,67.09414673,0.005664,0.033108,163.6329651,0.112636914,0.0,0.283614517,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,1.33872633,1.022054567,2.417088916,133.1453917,0.0,76.90044139,0.0,0.228870361,0.326957659,0.0,0.0,0.0,0.0,0.0,21.59555338,0.0,0.0,0.0,0.0,0.948177211,0.0,68.36684649,0.0,0.228870361,8.026810528,0.0,0.0,0.0,0.0,0.0,22.42929541,0.0,0.0,0.0,0.0,0.948177211,0.016347883,0.039751471,673.8398793,646.1101618,5.866663833,6.09456127,730.1244531,12.17808514,6.561168398,0.938038063,7.050407353,7.057338859,7.08640223,7.085740656,12.13179958,12.50314657,12.76894382,13.1608144,1.500973603,1.502545439,1.706292179,1.493654239,0.71415445
41,S19S_0060,46.2530248,-119.4772256,Washington,WA,6.2613,8.480666954,0.359350295,1.054764985,15.82147477,0.0,41.0,0.45370316,0.0,0.0,0.0,0.0,270.3811212,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,60.68707776,0.0,0.0,0,0.0,0.043122035,0.0,0.330602271,0.0,0.503090413,0.0,0.014374012,0.043122035,0.15811413,0.2443582,0.086244071,0.0,11.85393173,6.306962014,7.401462073,1.789282945,3.158067981,2.104277162,0.233881104,0.12262729,61.94118982,0.40583563,28.55889944,60.54110272,3.924823918,0.094566624,0.51839586,0.0,0.0,0.0,0,0.0,0.0,1.969239615,0.0,74.42863303,0.0,0,0.0,0.0,0,0.0,0,23.60212735,0.0,0.0,0.0,0.0,0.0,0.228708896,0.164844685,0.445383637,24.13634411,0.0,0.0,3.981601265,0.086244071,0.172488141,13.59781515,0.100618083,0.0,0.0,1.581141297,62.26821906,0.0,6.770159552,1.106798908,10.33491447,0.0,0.0,0.0,3.981601265,0.086244071,0.172488141,13.59781515,0.100618083,0.0,0.0,1.581141297,62.26821906,0.0,6.985769728,1.221791002,10.0043122,0.0,77.30343539,32.28518545,165.5728232,187.122755,10.93135252,11.09911433,224.4289309,18.05031553,11.60208658,5.147518646,9.625667045,9.779557076,9.957567017,10.0197466,21.12302744,21.01939206,21.16160131,21.12107898,3.740135352,3.542758913,3.728467477,3.580824411,3.297591583
42,S19S_0061,43.1091,-89.6403,Wisconsin,WI,0.4932,1.094890511,0.364963504,6.297445255,11.07481752,2.171532847,61.23905109,0.0,0.0,0.0,0.0,0.0,279.7532847,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.209406129,7.428820217,2.183017297,1.359661496,5.080935962,0.543059017,0.135120446,0.158345958,58.85243423,0.037534549,0.288206956,93.8666481,10.99087591,0.067317518,0.310091241,0.0,0.0,0.0,0,88.50364964,0.0,0.0,0.0,0.0,0.0,0,0.0,11.49635037,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.227776962,4.670570965,11.54843779,691.0499998,0.0,0.0,16.60583942,29.19708029,3.649635036,5.109489051,1.277372263,0.0,0.0,0.0,8.394160584,1.094890511,11.67883212,8.576642336,14.41605839,0.0,0.0,0.0,16.60583942,29.01459854,3.649635037,5.109489051,1.277372263,0.0,0.0,0.0,8.394160584,1.094890511,11.67883212,8.759124088,14.41605839,0.0,66.24087591,47.71402342,1169.528198,928.8233032,6.895615101,7.159580231,905.3036023,13.53798225,7.97466452,2.403906361,9.080196707,9.107772645,9.114577304,9.042908276,17.5041506,15.85538231,17.80013468,17.43133177,3.566958657,3.566958657,3.604649295,3.579300048,5.02985594
43,S19S_0062,38.544778,-106.950056,Colorado,CO,2.4075,0.0,0.0,1.921495327,1.248971963,0.192149533,71.0,0.0,0.0,0.0,0.0,0.0,2360.704086,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.037383178,0.0,0.0,0.074766355,0.0,0.0,0.0,0.0,0.0,0.0,12.33625382,2.74403715,9.880578276,2.249543866,1.559506702,1.407880354,0.16774217,0.182829392,57.20945453,0.210630257,11.6940625,21.61413999,13.25420561,0.02882243,0.305214953,0.0,98.87850467,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,1.121495327,0.0,0.0,0.0,0.0,0.0,0.648391304,0.341685638,1.700081208,67.83993356,0.0,3.85046729,0.0,7.177570093,0.0,9.607476636,0.0,0.0,0.0,0.0,42.80373832,0.0,16.52336449,9.158878505,10.87850467,0.0,0.0,3.514018692,0.0,6.392523364,0.0,7.252336449,0.0,0.0,0.0,0.0,42.24299065,0.448598131,17.86915888,10.87850467,11.40186916,0.0,49.68224299,0.210526653,307.9942679,218.5111279,2.033241809,2.786571707,266.6664273,12.92230496,3.85551175,-5.21351496,6.980108203,7.120433863,7.120433863,7.292092792,15.74564113,15.52464468,15.80575926,15.72790791,,0.973600671,,0.969626894,11.15164745
45,S19S_0064,40.61507,-78.00688,Pennsylvania,PA,3.3363,22.95656865,4.882654438,14.15915835,13.1103318,9.439438899,50.21931481,0.0,0.0,0.0,0.0,0.0,295.9446372,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.053951983,0.0,0.0,0.0,0.0,0.0,0.026975991,0.0,0.0,0.0,5.035936287,25.25055527,2.037924209,1.045476417,3.03481805,0.467453191,0.223883394,0.304152334,32.2826393,0.051925727,0.03141862,85.8740972,0.643916914,0.161278662,0.307329377,0.0,0.0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.991711837,2.767713826,12.60125583,721.7436444,0.0,0.269759914,20.07013758,42.29835446,0.0,32.37118964,0.0,0.0,0.18883194,0.0,0.0,0.0,0.755327758,0.0,4.046398705,0.0,0.0,0.269759914,20.07013758,42.29835446,0.0,32.37118964,0.0,0.0,0.18883194,0.0,0.0,0.0,0.755327758,0.0,4.046398705,0.0,58.21418937,54.87603584,1078.028508,971.1919457,9.39799343,9.098943265,1021.599911,15.77527797,9.877501485,3.972680524,9.833727876,9.756216431,10.12752584,9.76775728,20.06497303,19.51182553,20.82208936,19.97810666,2.43429992,2.200505578,2.47820281,2.138006903,1.734208429
46,S19S_0065,38.509635,-122.8834,California,CA,2.3481,0.191644308,0.0,3.325412035,34.45496359,3.325412035,35.50747413,0.0,0.0,0.0,0.0,0.0,48.33957455,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.383288616,0.076657723,0.0,0.0,0.153315447,0.651590648,0.0,0.0,0.114986585,0.0,0.0,0.076657723,0.0,10.68023054,2.478840781,21.76201259,1.60638551,1.725228585,1.096294357,0.146573824,0.096207981,40.21885646,0.643283075,98.0685819,35.6698714,0.588348026,0.031847451,0.340954389,0.0,66.61556152,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,33.38443848,0.0,0.0,0.0,0.0,0.0,1.051584164,0.768136823,2.019290798,102.7154415,0.728248371,35.83748563,9.237255654,5.289382905,15.59984668,0.0,0.306630893,0.0,8.547336144,4.177845918,13.64507474,0.0,0.498275201,0.0,4.331161365,1.801456497,0.843234956,35.53085473,9.3905711,5.212725182,16.25143733,0.0,0.0,0.0,9.237255654,3.98620161,13.41510157,0.0,0.728248371,0.0,4.101188195,1.303181296,17.01801456,957.0203711,797.1937256,789.432312,14.47564411,14.316679,1092.317464,21.76502893,14.54049973,7.309630056,14.85880976,14.81424448,14.86115723,15.42724198,21.15944957,20.46919356,19.83898591,21.08348032,7.552660721,7.840041857,7.558022225,8.268045622,0.83878122
49,S19S_0068,44.207269,-122.257915,Oregon,OR,7.1451,0.0,0.0,0.0,0.0,0.0,59.11726918,0.0,0.0,0.0,0.0,0.0,648.075604,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.012596045,0.0,0.0,0.0,0.0,0.088172314,0.0,0.0,0.0,0.0,15.59388881,7.501483068,8.450342964,1.387809025,4.415694365,3.146755557,0.298576543,0.018732549,55.30157711,0.009867091,0.248086181,105.6573495,0.029852626,0.0,0.249856405,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,96.30935886,0,3.690641139,0.0,0.0,0.0,0.0,0.0,0.85127977,0.46082789,2.206327029,146.2676748,0.0,97.21627409,0.0,0.0,0.239324852,0.0,0.0,0.0,0.138556493,0.0,2.405844565,0.0,0.0,0.0,0.0,0.0,0.0,97.41781081,0.0,0.0,0.264516942,0.0,0.0,0.0,0.138556493,0.0,2.179115758,0.0,0.0,0.0,0.0,0.0,0.0,0.003495136,2240.940313,1842.106834,9.059071953,9.689190611,2036.210838,15.43202422,9.691539382,3.944618878,8.22319918,8.684510823,8.830930495,9.957201611,14.62962053,15.62368009,14.73444401,15.92656245,3.75673179,3.996124708,3.95669819,4.22905775,2.015189525
50,S19S_0069,39.362343,-123.734848,California,CA,5.3622,0.0,0.0,0.0,0.0,0.0,29.22977509,0.0,0.0,0.0,0.0,0.0,206.7838906,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.55387714,2.21550856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050352467,0.0,10.04606247,3.212394953,3.977801085,1.852643013,1.952690005,0.92722702,0.153222993,0.049683999,66.96800995,0.040792,0.206999004,81.15462494,0.111950319,0.0,0.34,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.105572484,0.798347004,2.154968871,110.1210655,0.0,85.5824102,0.0,2.484055052,0.335683115,0.0,0.0,0.0,5.840886203,0.0,0.251762336,0.0,0.0,0.0,5.505203088,0.0,0.0,85.5824102,0.0,2.450486741,0.083920779,0.0,0.0,0.0,5.874454515,0.0,0.503524673,0.0,0.0,0.0,5.505203088,0.0,5.505203088,0.0,889.1228886,822.3168242,12.0619112,12.17035625,1276.60057,19.63104971,13.06388872,6.492752628,12.61785388,12.66361479,12.66361479,14.2282821,15.42486371,15.40786936,15.48616314,15.67683419,7.961921885,8.524031316,7.836614608,8.587524618,2.003214605
51,S19S_0070,39.339682,-123.752011,California,CA,4.3623,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,166.9955086,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.061893955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020631318,0.0,10.04532269,3.186115551,4.334162442,1.849847774,1.936334256,0.925904946,0.152830418,0.050645377,66.45306593,0.053445315,2.260704709,79.88447938,0.120074273,0.0,0.339480091,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.08300139,0.783388511,2.106861744,107.6774761,0.0,89.47802765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041262637,0.0,0.0,0.0,10.48070972,0.0,0.0,89.47802765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041262637,0.0,0.0,0.0,10.48070972,0.0,10.48070972,0.0,886.5460322,820.5385461,11.84020351,11.94988557,1232.666911,18.52879639,12.58725188,6.640970091,12.67449733,12.72343886,12.72343886,14.24568959,15.32001284,15.29433024,15.38446439,15.5969517,7.689731558,8.229150334,7.571864784,8.293628313,2.756308111
52,S19S_0071,40.0129961,-105.4588818,Colorado,CO,4.2336,0.0,0.0,0.0,0.0,0.0,68.36118197,0.0,0.0,0.0,0.0,0.0,2533.655602,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021258503,0.0,0.0,0.0,0.0,0.0,0.021258503,13.71696685,4.070257264,4.523346051,2.910342262,1.674901249,2.544012475,0.123988044,0.031844099,63.15348679,0.008726911,0.091919361,134.8292672,0.453656463,0.0,0.195884354,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,2.031959846,1.455395882,4.001673549,188.8184746,0.0,72.25765306,0.0,0.786564626,11.62840136,0.0,0.170068027,0.0,0.0,0.0,13.79676871,0.0,0.0,0.0,0.0,1.360544218,0.0,72.25765306,0.0,0.786564626,11.62840136,0.0,0.170068027,0.0,0.0,0.0,13.79676871,0.0,0.0,0.0,0.0,1.360544218,0.318877551,0.0,469.555235,564.0155445,5.875339579,6.048732955,533.1603527,12.08948617,5.543325666,-1.010519844,7.480758203,7.481104169,7.478006947,7.491291214,13.79500627,12.76045804,13.70824612,12.87038992,1.886705505,2.396910578,1.951362716,1.990305221,1.354011255
53,S19S_0072,42.5233858,-71.1854501,Massachusettes,,6.5448,0.055005501,0.0,0.152915292,1.643839384,0.0,55.73226073,0.0,0.0,0.0,0.0,0.0,42.71260451,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.233773377,0.041254125,0.302530253,0.398789879,0.110011001,0.316281628,0.096259626,0.0,0.041254125,0.288778878,0.137513751,0.137513751,0.02750275,14.30328711,3.771876941,4.917980791,2.780684312,2.315717166,3.283707259,0.168385439,0.042582152,64.46542325,0.011306326,0.269086614,152.4203045,24.17918042,0.003631738,0.189675468,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.4180418,0.0,0,69.5819582,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.304602865,2.226485136,11.42739642,627.558721,0.0,4.386688669,0.0,19.77447745,0.0,1.911441144,0.440044004,0.0,0.275027503,0.0,0.0,1.870187019,20.87458746,22.63476348,21.12211221,6.710671067,0.0,3.616611661,0.0,16.43289329,0.0,1.347634763,0.440044004,0.0,0.137513751,0.0,0.233773377,2.172717272,22.37348735,24.62871287,19.10066007,9.515951595,70.58580858,0.014046502,1580.009459,1384.266829,9.88650991,9.340179177,1254.67954,15.18179635,9.545924692,3.905573188,10.92716645,10.76696826,10.92473865,10.73227299,18.75446987,18.70990272,18.73891777,18.68005293,3.878437984,3.35045926,3.871510389,3.248452808,6.452789175
54,S19S_0073,42.7696832,-70.9168932,Massachusettes,,4.3677,0.103029054,0.0,0.62311972,2.959818669,0.233669895,53.23902741,0.0,0.0,0.0,0.0,0.0,13.01408819,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.082423243,0.082423243,0.267875541,0.082423243,0.98907892,0.144240676,0.0,0.0,0.0,15.69541174,3.93806316,4.293801846,2.806225797,1.749737697,3.577788366,0.164131184,0.02648282,65.49174199,0.007025785,0.002084897,168.4486349,2.086338347,0.02060169,0.22212652,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,90.62435607,9.375643932,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.199961486,2.160451547,11.18945028,616.1985923,0.0,7.62415001,0.0,31.73294869,0.865444055,7.788996497,8.963527715,0.0,0.391510406,0.0,0.144240676,0.0,2.328456625,2.163610138,0.721203379,37.27591181,0.0,5.769627035,0.0,28.29177828,1.813311354,7.892025551,8.59262312,0.0,0.659385947,0.0,1.050896353,0.0,2.369668246,2.287245003,0.74180919,40.53162992,13.86771069,1.80495675,1585.079207,1457.672984,9.271059553,8.680855104,1250.969877,14.73439438,9.232072469,3.727490677,14.00218544,13.94439586,14.04093316,13.95926317,18.92088047,18.54046885,19.2980271,18.9207497,6.61146388,6.162725051,6.591320001,6.164963044,2.049225864
58,S19S_0077,40.664703,-105.224786,Colorado,CO,1.7091,0.0,0.0,0.0,0.0,0.0,61.56134808,1.0608749,0.0,0.0,0.0,0.0,1692.607325,0.0,0.0,0.0,0,0,0,0.0,2.843601896,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.109004739,0.105318589,13.16288309,4.752494125,4.740266537,2.602931144,1.79275636,2.225230084,0.120680504,0.032760169,61.55591536,0.009987602,0.116787882,125.1524968,1.078462349,0.0,0.33,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,12.90152712,0,87.09847288,0.0,0.0,0.0,0.0,0.0,1.595289687,1.128625444,3.192281116,151.9167408,0.0,34.49183781,0.0,1.053185887,16.32438125,0.0,0.0,0.0,0.0,0.052659294,35.07109005,0.0,2.211690363,0.0,3.580832017,7.214323328,0.0,34.49183781,0.0,1.053185887,16.32438125,0.0,0.0,0.0,0.0,0.052659294,35.22906793,0.0,2.264349658,0.0,3.7388099,6.845708268,33.49131122,0.450534443,401.4500666,554.3390083,8.251429247,8.220052305,433.1398839,16.619097,8.781601136,0.938875496,9.357293188,9.357293188,9.495012652,9.493878319,19.17220128,17.41081433,19.12404595,17.61715317,1.5175238,2.658277629,1.729304924,1.68449329,1.34853928
59,S19S_0078,43.43138889,-123.5855556,Oregon,OR,7.7094,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,246.339756,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.798272239,0.046696241,3.023581602,6.560821854,3.794069577,0.093392482,6.163903806,2.790100397,5.813681999,10.16810647,0.0,1.45925753,0.0,11.01679559,1.419370444,3.929660158,2.179760068,1.677594981,0.853861286,0.137245751,0.08475935,70.04945219,0.050529946,0.185668017,74.93480079,0.356992762,0.0,0.248984357,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.083888036,0.780488801,2.121994424,127.9303602,2.183049265,62.56128882,0.0,0.01167406,19.25052533,0.0,0.0,0.0,7.576465095,0.0,1.996264301,0.0,0.175110904,0.0,5.229978987,1.015643241,3.175344385,44.08125146,0.0,0.01167406,15.31636703,0.0,0.0,0.0,6.607518095,0.0,25.34438478,0.0,0.175110904,0.0,5.229978987,0.058370301,6.35068877,0.0,1211.204665,956.8994089,11.13945412,11.3412126,1189.983165,17.57287804,11.69226891,5.805688536,12.1546591,12.34822611,12.70790767,13.96044712,16.44324739,17.1692403,17.55211028,17.82622119,6.128506984,6.499043652,6.495884088,7.099391158,2.412671263
60,S19S_0079,43.6367,-123.5719,Oregon,OR,0.6741,16.82242991,3.47129506,1.946595461,7.137516689,0.648865154,36.0,0.0,0.0,0.0,0.0,0.0,55.50664887,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.667556742,0.0,0.0,0.133511349,0.0,0.0,0.0,0.267022697,0.0,0.801068091,0.0,3.337783712,9.249869205,1.162727498,4.45034855,1.972080396,1.176231939,0.861725489,0.134455463,0.067324063,71.14377971,0.069943883,18.68842168,70.48689382,7.79305741,0.090881175,0.278251001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.164459109,0.85696727,2.215610981,140.4017029,4.138851802,0.934579439,0.0,0.267022697,0.0,32.44325768,3.337783712,0.0,5.607476636,5.340453939,1.73564753,0.400534045,10.81441923,3.738317757,24.69959947,6.542056075,5.473965287,1.602136182,0.0,0.133511349,0.0,32.71028037,1.73564753,0.0,5.740987984,6.008010681,2.269692924,0.400534045,10.01335113,4.539385848,24.69959947,4.672897196,73.564753,8.453434591,1280.904297,1045.130249,11.50160694,11.74833584,1258.748524,18.48911494,12.36645762,6.240657753,11.62543811,11.63766502,11.86232902,13.46200499,19.48260409,20.29419473,20.52425658,20.86301865,5.432045091,5.880449172,5.780929907,6.014299837,5.932629532
