,Compound_Name,EPA-ACC_Features,Pearsons_Correlation,Spearsman_Correlation,Pearsons_Correlation_pvalue,Spearsman_Correlation_pvalue
571,Carb,PctAlkIntruVolCat,-0.10388814475868292,-0.10388814475868292,0.45471230615257974,0.45471230615257974
572,ConcHC,PctAlkIntruVolCat,-0.07597452347393381,-0.07597452347393381,0.5850500197920309,0.5850500197920309
573,Lignin,PctAlkIntruVolCat,-0.03313203952798778,-0.03313203952798778,0.8120066573516201,0.8120066573516201
574,Lipid,PctAlkIntruVolCat,-0.10987569542700694,-0.10987569542700694,0.42898804748678376,0.42898804748678376
575,Other,PctAlkIntruVolCat,-0.01723346623249713,-0.01723346623249713,0.9015642936315575,0.9015642936315575
576,Protein,PctAlkIntruVolCat,-0.11582816504013642,-0.11582816504013642,0.4042493908172107,0.4042493908172107
577,Tannin,PctAlkIntruVolCat,-0.05604051267303023,-0.05604051267303023,0.6873215162391739,0.6873215162391739
578,UnsatHC,PctAlkIntruVolCat,0.010683150999081981,0.010683150999081981,0.9388860480546167,0.9388860480546167
579,SumAllCompounds,PctAlkIntruVolCat,-0.07950782237642282,-0.07950782237642282,0.5676636618197597,0.5676636618197597
580,AminoSugar,PctAlluvCoastCat,0.07937464910305003,0.07937464910305003,0.5683145914064394,0.5683145914064394
581,Carb,PctAlluvCoastCat,0.00286676690588813,0.00286676690588813,0.9835859199336532,0.9835859199336532
582,ConcHC,PctAlluvCoastCat,0.2668807452292089,0.2668807452292089,0.051078526301618445,0.051078526301618445
583,Lignin,PctAlluvCoastCat,0.16163439791376838,0.16163439791376838,0.242939800514066,0.242939800514066
584,Lipid,PctAlluvCoastCat,-0.031479046088125906,-0.031479046088125906,0.821227816227486,0.821227816227486
585,Other,PctAlluvCoastCat,-0.11177300800355096,-0.11177300800355096,0.4210114942781573,0.4210114942781573
586,Protein,PctAlluvCoastCat,0.05542623141040553,0.05542623141040553,0.6905757081718035,0.6905757081718035
587,Tannin,PctAlluvCoastCat,0.21914690006295232,0.21914690006295232,0.11135464450046673,0.11135464450046673
588,UnsatHC,PctAlluvCoastCat,0.21963938917898088,0.21963938917898088,0.11053305737307242,0.11053305737307242
589,SumAllCompounds,PctAlluvCoastCat,0.1840348178468289,0.1840348178468289,0.18281392835068666,0.18281392835068666
590,AminoSugar,PctCarbResidCat,0.04136156229830341,0.04136156229830341,0.7664975671724177,0.7664975671724177
591,Carb,PctCarbResidCat,0.010542725606536674,0.010542725606536674,0.9396878674449486,0.9396878674449486
592,ConcHC,PctCarbResidCat,-0.2537812790659245,-0.2537812790659245,0.06406743430779609,0.06406743430779609
593,Lignin,PctCarbResidCat,-0.04255156935015121,-0.04255156935015121,0.7599771913103986,0.7599771913103986
594,Lipid,PctCarbResidCat,0.08648566490189398,0.08648566490189398,0.5340515191049972,0.5340515191049972
595,Other,PctCarbResidCat,0.1711855620513745,0.1711855620513745,0.21583571894854064,0.21583571894854064
596,Protein,PctCarbResidCat,0.10659301015305125,0.10659301015305125,0.44298835470510545,0.44298835470510545
597,Tannin,PctCarbResidCat,-0.292931706163393,-0.292931706163393,0.03158441086023028,0.03158441086023028
598,UnsatHC,PctCarbResidCat,0.041224454520242634,0.041224454520242634,0.7672498604123639,0.7672498604123639
599,SumAllCompounds,PctCarbResidCat,-0.09746344785601778,-0.09746344785601778,0.4832277295549693,0.4832277295549693
600,AminoSugar,PctCoastCrsCat,,,,
601,Carb,PctCoastCrsCat,,,,
602,ConcHC,PctCoastCrsCat,,,,
603,Lignin,PctCoastCrsCat,,,,
604,Lipid,PctCoastCrsCat,,,,
605,Other,PctCoastCrsCat,,,,
606,Protein,PctCoastCrsCat,,,,
607,Tannin,PctCoastCrsCat,,,,
608,UnsatHC,PctCoastCrsCat,,,,
609,SumAllCompounds,PctCoastCrsCat,,,,
610,AminoSugar,PctColluvSedCat,0.09890995157431089,0.09890995157431089,0.47672653986731195,0.47672653986731195
611,Carb,PctColluvSedCat,0.07505412284895145,0.07505412284895145,0.5896181648930778,0.5896181648930778
612,ConcHC,PctColluvSedCat,0.04876290846651153,0.04876290846651153,0.7262211914649864,0.7262211914649864
613,Lignin,PctColluvSedCat,0.09809000066851342,0.09809000066851342,0.48040601855484316,0.48040601855484316
614,Lipid,PctColluvSedCat,0.11761478406849737,0.11761478406849737,0.3969891944878793,0.3969891944878793
615,Other,PctColluvSedCat,-0.09675434189481659,-0.09675434189481659,0.48643172996082684,0.48643172996082684
616,Protein,PctColluvSedCat,0.18115019250925926,0.18115019250925926,0.1898899942680139,0.1898899942680139
617,Tannin,PctColluvSedCat,-0.14556689579849297,-0.14556689579849297,0.2935934518172096,0.2935934518172096
618,UnsatHC,PctColluvSedCat,-0.07509605867493256,-0.07509605867493256,0.5894096817309247,0.5894096817309247
619,SumAllCompounds,PctColluvSedCat,0.07120123507208737,0.07120123507208737,0.608911752602856,0.608911752602856
620,AminoSugar,PctEolCrsCat,-0.04575988078540141,-0.04575988078540141,0.7424814477872805,0.7424814477872805
621,Carb,PctEolCrsCat,-0.07136663857335611,-0.07136663857335611,0.6080779037356202,0.6080779037356202
622,ConcHC,PctEolCrsCat,0.05744415189492559,0.05744415189492559,0.6799068069177269,0.6799068069177269
623,Lignin,PctEolCrsCat,-0.010158773209359677,-0.010158773209359677,0.9418805101070348,0.9418805101070348
624,Lipid,PctEolCrsCat,-0.09388300660474717,-0.09388300660474717,0.4995186228647541,0.4995186228647541
625,Other,PctEolCrsCat,-0.11029418388798162,-0.11029418388798162,0.42722137310933783,0.42722137310933783
626,Protein,PctEolCrsCat,-0.07335128278433085,-0.07335128278433085,0.5981115255003726,0.5981115255003726
627,Tannin,PctEolCrsCat,0.06339302793573182,0.06339302793573182,0.6488214365059519,0.6488214365059519
628,UnsatHC,PctEolCrsCat,-0.018161356698439372,-0.018161356698439372,0.8962926164011263,0.8962926164011263
629,SumAllCompounds,PctEolCrsCat,-0.005444264447470308,-0.005444264447470308,0.9688336560765102,0.9688336560765102
630,AminoSugar,PctEolFineCat,0.12123366976496087,0.12123366976496087,0.38251944659799697,0.38251944659799697
631,Carb,PctEolFineCat,0.14797498680416202,0.14797498680416202,0.28559354284443716,0.28559354284443716
632,ConcHC,PctEolFineCat,0.028430314469329556,0.028430314469329556,0.8382972277931773,0.8382972277931773
633,Lignin,PctEolFineCat,0.1626362997129934,0.1626362997129934,0.23999236826032272,0.23999236826032272
634,Lipid,PctEolFineCat,0.09803423809290168,0.09803423809290168,0.4806567940837203,0.4806567940837203
635,Other,PctEolFineCat,0.09677547953697614,0.09677547953697614,0.48633606141835967,0.48633606141835967
636,Protein,PctEolFineCat,0.11671245967914767,0.11671245967914767,0.4006463337596349,0.4006463337596349
637,Tannin,PctEolFineCat,0.08614770126814161,0.08614770126814161,0.5356567127134891,0.5356567127134891
638,UnsatHC,PctEolFineCat,-0.07261074041609962,-0.07261074041609962,0.6018219201724156,0.6018219201724156
639,SumAllCompounds,PctEolFineCat,0.13704583048020946,0.13704583048020946,0.3230619770419506,0.3230619770419506
640,AminoSugar,PctExtruVolCat,-0.08521750254047808,-0.08521750254047808,0.5400869367928216,0.5400869367928216
641,Carb,PctExtruVolCat,-0.07136663857335611,-0.07136663857335611,0.6080779037356202,0.6080779037356202
642,ConcHC,PctExtruVolCat,-0.09528512122468978,-0.09528512122468978,0.49310552619616244,0.49310552619616244
643,Lignin,PctExtruVolCat,-0.24197991515187958,-0.24197991515187958,0.07792124341813772,0.07792124341813772
644,Lipid,PctExtruVolCat,-0.1418610730715265,-0.1418610730715265,0.3061869322748393,0.3061869322748393
645,Other,PctExtruVolCat,-0.20335490154346605,-0.20335490154346605,0.14025537406225425,0.14025537406225425
646,Protein,PctExtruVolCat,-0.10520894447618502,-0.10520894447618502,0.44896636086969477,0.44896636086969477
647,Tannin,PctExtruVolCat,-0.08993381473767893,-0.08993381473767893,0.5178101659166117,0.5178101659166117
648,UnsatHC,PctExtruVolCat,-0.1046948797910034,-0.1046948797910034,0.451197955139403,0.451197955139403
649,SumAllCompounds,PctExtruVolCat,-0.18397301543778383,-0.18397301543778383,0.18296351390159626,0.18296351390159626
650,AminoSugar,PctGlacLakeCrsCat,0.07660690479882659,0.07660690479882659,0.5819206617602943,0.5819206617602943
651,Carb,PctGlacLakeCrsCat,0.021272072649933062,0.021272072649933062,0.8786532061330627,0.8786532061330627
652,ConcHC,PctGlacLakeCrsCat,0.1797373842455285,0.1797373842455285,0.19342621788322922,0.19342621788322922
653,Lignin,PctGlacLakeCrsCat,0.11970871419364816,0.11970871419364816,0.388578148297236,0.388578148297236
654,Lipid,PctGlacLakeCrsCat,-0.07931006456708892,-0.07931006456708892,0.5686303949762677,0.5686303949762677
655,Other,PctGlacLakeCrsCat,-0.15767802750728094,-0.15767802750728094,0.25481964846425725,0.25481964846425725
656,Protein,PctGlacLakeCrsCat,0.01221082826822224,0.01221082826822224,0.9301671689934394,0.9301671689934394
657,Tannin,PctGlacLakeCrsCat,0.1924715996211199,0.1924715996211199,0.16321099342062503,0.16321099342062503
658,UnsatHC,PctGlacLakeCrsCat,-0.07783685931876204,-0.07783685931876204,0.5758560453468586,0.5758560453468586
659,SumAllCompounds,PctGlacLakeCrsCat,0.13022136712335813,0.13022136712335813,0.3479662987226572,0.3479662987226572
660,AminoSugar,PctGlacLakeFineCat,0.0972739980767515,0.0972739980767515,0.48408264250100363,0.48408264250100363
661,Carb,PctGlacLakeFineCat,0.05871938616795123,0.05871938616795123,0.6731963281820779,0.6731963281820779
662,ConcHC,PctGlacLakeFineCat,0.2505501294024853,0.2505501294024853,0.06764768421293191,0.06764768421293191
663,Lignin,PctGlacLakeFineCat,0.12071922884827924,0.12071922884827924,0.384557024984566,0.384557024984566
664,Lipid,PctGlacLakeFineCat,-0.005923218082318437,-0.005923218082318437,0.9660933667307693,0.9660933667307693
665,Other,PctGlacLakeFineCat,-0.017233466232497132,-0.017233466232497132,0.9015642936315575,0.9015642936315575
666,Protein,PctGlacLakeFineCat,0.05407936398308577,0.05407936398308577,0.6977302119128364,0.6977302119128364
667,Tannin,PctGlacLakeFineCat,0.21510590384415934,0.21510590384415934,0.1182737017612725,0.1182737017612725
668,UnsatHC,PctGlacLakeFineCat,-0.01816135669843937,-0.01816135669843937,0.8962926164011263,0.8962926164011263
669,SumAllCompounds,PctGlacLakeFineCat,0.16338183703250006,0.16338183703250006,0.23781506060575583,0.23781506060575583
670,AminoSugar,PctGlacTilClayCat,,,,
671,Carb,PctGlacTilClayCat,,,,
672,ConcHC,PctGlacTilClayCat,,,,
673,Lignin,PctGlacTilClayCat,,,,
674,Lipid,PctGlacTilClayCat,,,,
675,Other,PctGlacTilClayCat,,,,
676,Protein,PctGlacTilClayCat,,,,
677,Tannin,PctGlacTilClayCat,,,,
678,UnsatHC,PctGlacTilClayCat,,,,
679,SumAllCompounds,PctGlacTilClayCat,,,,
680,AminoSugar,PctGlacTilCrsCat,-0.09105089478973266,-0.09105089478973266,0.5126022735776327,0.5126022735776327
681,Carb,PctGlacTilCrsCat,-0.08325454809324292,-0.08325454809324292,0.5494938367012969,0.5494938367012969
682,ConcHC,PctGlacTilCrsCat,0.058126597503270955,0.058126597503270955,0.6763125710281541,0.6763125710281541
683,Lignin,PctGlacTilCrsCat,0.03413761468307332,0.03413761468307332,0.8064093691114299,0.8064093691114299
684,Lipid,PctGlacTilCrsCat,-0.15232061906583533,-0.15232061906583533,0.2715222130096424,0.2715222130096424
685,Other,PctGlacTilCrsCat,-0.017528248869916226,-0.017528248869916226,0.8998890603647989,0.8998890603647989
686,Protein,PctGlacTilCrsCat,-0.12720235185930961,-0.12720235185930961,0.3593514782992807,0.3593514782992807
687,Tannin,PctGlacTilCrsCat,0.1491438512128163,0.1491438512128163,0.28176253115437044,0.28176253115437044
688,UnsatHC,PctGlacTilCrsCat,-0.06708030404066276,-0.06708030404066276,0.6298437120657558,0.6298437120657558
689,SumAllCompounds,PctGlacTilCrsCat,0.01689352991246847,0.01689352991246847,0.9034966608049624,0.9034966608049624
690,AminoSugar,PctGlacTilLoamCat,0.11491882179893759,0.11491882179893759,0.4079740640183786,0.4079740640183786
691,Carb,PctGlacTilLoamCat,0.14346652405808064,0.14346652405808064,0.3006890969945863,0.3006890969945863
692,ConcHC,PctGlacTilLoamCat,-0.12378518353882967,-0.12378518353882967,0.37250881151413473,0.37250881151413473
693,Lignin,PctGlacTilLoamCat,0.20282486599910482,0.20282486599910482,0.14131424873010243,0.14131424873010243
694,Lipid,PctGlacTilLoamCat,0.15806084490743477,0.15806084490743477,0.2536533193826246,0.2536533193826246
695,Other,PctGlacTilLoamCat,0.09900516046780104,0.09900516046780104,0.4763002690187332,0.4763002690187332
696,Protein,PctGlacTilLoamCat,0.18887802740258325,0.18887802740258325,0.17136358513701852,0.17136358513701852
697,Tannin,PctGlacTilLoamCat,-0.1629288705905367,-0.1629288705905367,0.23913630800898145,0.23913630800898145
698,UnsatHC,PctGlacTilLoamCat,-0.16588647290660896,-0.16588647290660896,0.23059972729683784,0.23059972729683784
699,SumAllCompounds,PctGlacTilLoamCat,0.0917527267643786,0.0917527267643786,0.5093439049602876,0.5093439049602876
700,AminoSugar,PctHydricCat,,,,
701,Carb,PctHydricCat,,,,
702,ConcHC,PctHydricCat,,,,
703,Lignin,PctHydricCat,,,,
704,Lipid,PctHydricCat,,,,
705,Other,PctHydricCat,,,,
706,Protein,PctHydricCat,,,,
707,Tannin,PctHydricCat,,,,
708,UnsatHC,PctHydricCat,,,,
709,SumAllCompounds,PctHydricCat,,,,
710,AminoSugar,PctNonCarbResidCat,0.1431857633679717,0.1431857633679717,0.3016459195485956,0.3016459195485956
711,Carb,PctNonCarbResidCat,0.15671047862986642,0.15671047862986642,0.25778359878942436,0.25778359878942436
712,ConcHC,PctNonCarbResidCat,0.027719193935264258,0.027719193935264258,0.8422896423295082,0.8422896423295082
713,Lignin,PctNonCarbResidCat,-0.11492165846628957,-0.11492165846628957,0.40796241424322455,0.40796241424322455
714,Lipid,PctNonCarbResidCat,0.2318106649068491,0.2318106649068491,0.09166967904292253,0.09166967904292253
715,Other,PctNonCarbResidCat,0.24951741535131863,0.24951741535131863,0.068825080310741,0.068825080310741
716,Protein,PctNonCarbResidCat,0.0851680997747459,0.0851680997747459,0.5403227223015716,0.5403227223015716
717,Tannin,PctNonCarbResidCat,0.09721339329891854,0.09721339329891854,0.4843562962325972,0.4843562962325972
718,UnsatHC,PctNonCarbResidCat,-0.08469317375537504,-0.08469317375537504,0.5425919571758331,0.5425919571758331
719,SumAllCompounds,PctNonCarbResidCat,0.012544031355421405,0.012544031355421405,0.9282665312869653,0.9282665312869653
720,AminoSugar,PctSalLakeCat,-0.011234461749709329,-0.011234461749709329,0.9357386903981574,0.9357386903981574
721,Carb,PctSalLakeCat,-0.0876273916660195,-0.0876273916660195,0.5286462697315073,0.5286462697315073
722,ConcHC,PctSalLakeCat,-0.11459571897544575,-0.11459571897544575,0.40930225852405744,0.40930225852405744
723,Lignin,PctSalLakeCat,0.053887908648633825,0.053887908648633825,0.6987493529130163,0.6987493529130163
724,Lipid,PctSalLakeCat,0.0900329148512402,0.0900329148512402,0.5173470837207719,0.5173470837207719
725,Other,PctSalLakeCat,0.07582725142298735,0.07582725142298735,0.5857798884275816,0.5857798884275816
726,Protein,PctSalLakeCat,0.01868196210324781,0.01868196210324781,0.893336801828204,0.893336801828204
727,Tannin,PctSalLakeCat,-0.13028298386226073,-0.13028298386226073,0.3477362762936131,0.3477362762936131
728,UnsatHC,PctSalLakeCat,-0.07585037209348207,-0.07585037209348207,0.5856652770676012,0.5856652770676012
729,SumAllCompounds,PctSalLakeCat,-0.01967481706264022,-0.01967481706264022,0.8877037382499461,0.8877037382499461
730,AminoSugar,PctSilicicCat,-0.31710283402526124,-0.31710283402526124,0.019473197828863566,0.019473197828863566
731,Carb,PctSilicicCat,-0.22480474003178108,-0.22480474003178108,0.10219365145522387,0.10219365145522387
732,ConcHC,PctSilicicCat,-0.13202494055924788,-0.13202494055924788,0.3412722298724209,0.3412722298724209
733,Lignin,PctSilicicCat,-0.2954293687109914,-0.2954293687109914,0.03009634573245505,0.03009634573245505
734,Lipid,PctSilicicCat,-0.2691897861898784,-0.2691897861898784,0.04902813432348174,0.04902813432348174
735,Other,PctSilicicCat,-0.11013502466844555,-0.11013502466844555,0.4278927879395565,0.4278927879395565
736,Protein,PctSilicicCat,-0.342672981199325,-0.342672981199325,0.01119635871984669,0.01119635871984669
737,Tannin,PctSilicicCat,-0.04638461969232956,-0.04638461969232956,0.7390892493868568,0.7390892493868568
738,UnsatHC,PctSilicicCat,0.15905162565203285,0.15905162565203285,0.250651482643407,0.250651482643407
739,SumAllCompounds,PctSilicicCat,-0.27309394386272995,-0.27309394386272995,0.045714162884773604,0.045714162884773604
740,AminoSugar,PctWaterCat,-0.055624286224170566,-0.055624286224170566,0.6895258908475991,0.6895258908475991
741,Carb,PctWaterCat,-0.038845132388029266,-0.038845132388029266,0.7803382569018301,0.7803382569018301
742,ConcHC,PctWaterCat,0.13819756067081418,0.13819756067081418,0.31897316856571767,0.31897316856571767
743,Lignin,PctWaterCat,0.0030682589134868057,0.0030682589134868057,0.9824324239591712,0.9824324239591712
744,Lipid,PctWaterCat,-0.11787203983813681,-0.11787203983813681,0.39595012466416435,0.39595012466416435
745,Other,PctWaterCat,-0.017233466232497125,-0.017233466232497125,0.9015642936315575,0.9015642936315575
746,Protein,PctWaterCat,-0.06450193231437136,-0.06450193231437136,0.6430900818228177,0.6430900818228177
747,Tannin,PctWaterCat,0.10374219706031357,0.10374219706031357,0.45534968817727073,0.45534968817727073
748,UnsatHC,PctWaterCat,0.03952765869660333,0.03952765869660333,0.7765773912401837,0.7765773912401837
749,SumAllCompounds,PctWaterCat,0.026251057286317235,0.026251057286317235,0.850544494986348,0.850544494986348
750,AminoSugar,MineDensCat,,,,
751,Carb,MineDensCat,,,,
752,ConcHC,MineDensCat,,,,
753,Lignin,MineDensCat,,,,
754,Lipid,MineDensCat,,,,
755,Other,MineDensCat,,,,
756,Protein,MineDensCat,,,,
757,Tannin,MineDensCat,,,,
758,UnsatHC,MineDensCat,,,,
759,SumAllCompounds,MineDensCat,,,,
760,AminoSugar,DensCat,,,,
761,Carb,DensCat,,,,
762,ConcHC,DensCat,,,,
763,Lignin,DensCat,,,,
764,Lipid,DensCat,,,,
765,Other,DensCat,,,,
766,Protein,DensCat,,,,
767,Tannin,DensCat,,,,
768,UnsatHC,DensCat,,,,
769,SumAllCompounds,DensCat,,,,
770,AminoSugar,NABD_NIDStorM3Cat,,,,
771,Carb,NABD_NIDStorM3Cat,,,,
772,ConcHC,NABD_NIDStorM3Cat,,,,
773,Lignin,NABD_NIDStorM3Cat,,,,
774,Lipid,NABD_NIDStorM3Cat,,,,
775,Other,NABD_NIDStorM3Cat,,,,
776,Protein,NABD_NIDStorM3Cat,,,,
777,Tannin,NABD_NIDStorM3Cat,,,,
778,UnsatHC,NABD_NIDStorM3Cat,,,,
779,SumAllCompounds,NABD_NIDStorM3Cat,,,,
780,AminoSugar,NABD_NrmStorM3Cat,,,,
781,Carb,NABD_NrmStorM3Cat,,,,
782,ConcHC,NABD_NrmStorM3Cat,,,,
783,Lignin,NABD_NrmStorM3Cat,,,,
784,Lipid,NABD_NrmStorM3Cat,,,,
785,Other,NABD_NrmStorM3Cat,,,,
786,Protein,NABD_NrmStorM3Cat,,,,
787,Tannin,NABD_NrmStorM3Cat,,,,
788,UnsatHC,NABD_NrmStorM3Cat,,,,
789,SumAllCompounds,NABD_NrmStorM3Cat,,,,
790,AminoSugar,InorgNWetDep_2008Cat,0.1592420346656502,0.1592420346656502,0.2500773571122878,0.2500773571122878
791,Carb,InorgNWetDep_2008Cat,0.15481204724048997,0.15481204724048997,0.2636664072097585,0.2636664072097585
792,ConcHC,InorgNWetDep_2008Cat,-0.09850585104169435,-0.09850585104169435,0.4785380407069185,0.4785380407069185
793,Lignin,InorgNWetDep_2008Cat,0.2528865782954286,0.2528865782954286,0.06504324110434814,0.06504324110434814
794,Lipid,InorgNWetDep_2008Cat,0.12699443870091637,0.12699443870091637,0.3601438226368143,0.3601438226368143
795,Other,InorgNWetDep_2008Cat,0.14232538007036966,0.14232538007036966,0.3045903163729717,0.3045903163729717
796,Protein,InorgNWetDep_2008Cat,0.23573467804886816,0.23573467804886816,0.08615614435584859,0.08615614435584859
797,Tannin,InorgNWetDep_2008Cat,-0.1964244479765391,-0.1964244479765391,0.15457529091761668,0.15457529091761668
798,UnsatHC,InorgNWetDep_2008Cat,-0.0803245719016945,-0.0803245719016945,0.5636791199968099,0.5636791199968099
799,SumAllCompounds,InorgNWetDep_2008Cat,0.12487967690219401,0.12487967690219401,0.36826342868560125,0.36826342868560125
800,AminoSugar,NH4_2008Cat,0.1026954477308781,0.1026954477308781,0.45993532647247737,0.45993532647247737
801,Carb,NH4_2008Cat,0.0989474822505427,0.0989474822505427,0.4765584826829531,0.4765584826829531
802,ConcHC,NH4_2008Cat,-0.19509129116257695,-0.19509129116257695,0.15744930150817965,0.15744930150817965
803,Lignin,NH4_2008Cat,0.21239577332317594,0.21239577332317594,0.12309425195797585,0.12309425195797585
804,Lipid,NH4_2008Cat,0.09595248625978758,0.09595248625978758,0.4900681949181153,0.4900681949181153
805,Other,NH4_2008Cat,0.20654881511007417,0.20654881511007417,0.1339998201043424,0.1339998201043424
806,Protein,NH4_2008Cat,0.2030460524612792,0.2030460524612792,0.14087165231137555,0.14087165231137555
807,Tannin,NH4_2008Cat,-0.3084781251874286,-0.3084781251874286,0.023240466663761644,0.023240466663761644
808,UnsatHC,NH4_2008Cat,-0.031150602483688457,-0.031150602483688457,0.8230629277977194,0.8230629277977194
809,SumAllCompounds,NH4_2008Cat,0.05365852986441244,0.05365852986441244,0.6999710595451246,0.6999710595451246
810,AminoSugar,NO3_2008Cat,0.20106657891415847,0.20106657891415847,0.1448695702173357,0.1448695702173357
811,Carb,NO3_2008Cat,0.19659872196828745,0.19659872196828745,0.15420247049461655,0.15420247049461655
812,ConcHC,NO3_2008Cat,0.018791155686766082,0.018791155686766082,0.8927170200894241,0.8927170200894241
813,Lignin,NO3_2008Cat,0.2655014599189038,0.2655014599189038,0.052336202132759885,0.052336202132759885
814,Lipid,NO3_2008Cat,0.14505306186686617,0.14505306186686617,0.2953191651259493,0.2953191651259493
815,Other,NO3_2008Cat,0.055148887654398876,0.055148887654398876,0.6920467789253011,0.6920467789253011
816,Protein,NO3_2008Cat,0.2419624128125692,0.2419624128125692,0.07794341930473128,0.07794341930473128
817,Tannin,NO3_2008Cat,-0.050075044103457936,-0.050075044103457936,0.7191534184040954,0.7191534184040954
818,UnsatHC,NO3_2008Cat,-0.12425373377248865,-0.12425373377248865,0.3706877809558062,0.3706877809558062
819,SumAllCompounds,NO3_2008Cat,0.18685182993850866,0.18685182993850866,0.17608880180288808,0.17608880180288808
820,AminoSugar,SN_2008Cat,0.2902545166897116,0.2902545166897116,0.033246942561366497,0.033246942561366497
821,Carb,SN_2008Cat,0.2899274523363333,0.2899274523363333,0.033454942533391034,0.033454942533391034
822,ConcHC,SN_2008Cat,0.00719407804449541,0.00719407804449541,0.9588242256436863,0.9588242256436863
823,Lignin,SN_2008Cat,0.2778355123068618,0.2778355123068618,0.04193809047387054,0.04193809047387054
824,Lipid,SN_2008Cat,0.23825750006175708,0.23825750006175708,0.08275105031652746,0.08275105031652746
825,Other,SN_2008Cat,0.10008547906907062,0.10008547906907062,0.4714776821624399,0.4714776821624399
826,Protein,SN_2008Cat,0.332851812035324,0.332851812035324,0.013921240949777463,0.013921240949777463
827,Tannin,SN_2008Cat,-0.0934694952688977,-0.0934694952688977,0.5014181468576093,0.5014181468576093
828,UnsatHC,SN_2008Cat,-0.13653512329037976,-0.13653512329037976,0.3248856296066174,0.3248856296066174
829,SumAllCompounds,SN_2008Cat,0.21186386949523484,0.21186386949523484,0.12405759801746716,0.12405759801746716
830,AminoSugar,PctBl2006Cat,0.21377513458932185,0.21377513458932185,0.12062247966994735,0.12062247966994735
831,Carb,PctBl2006Cat,0.13053735484650825,0.13053735484650825,0.3467876739983409,0.3467876739983409
832,ConcHC,PctBl2006Cat,0.1671489422480815,0.1671489422480815,0.22702067432222311,0.22702067432222311
833,Lignin,PctBl2006Cat,0.148627166050744,0.148627166050744,0.283451798291425,0.283451798291425
834,Lipid,PctBl2006Cat,0.19100017691269144,0.19100017691269144,0.16651412519589293,0.16651412519589293
835,Other,PctBl2006Cat,0.12363722855997718,0.12363722855997718,0.37308495775270045,0.37308495775270045
836,Protein,PctBl2006Cat,0.17229438575316683,0.17229438575316683,0.2128319561754778,0.2128319561754778
837,Tannin,PctBl2006Cat,0.23562766295534537,0.23562766295534537,0.08630297735049303,0.08630297735049303
838,UnsatHC,PctBl2006Cat,0.16011631709914748,0.16011631709914748,0.2474526523514965,0.2474526523514965
839,SumAllCompounds,PctBl2006Cat,0.20813593169975764,0.20813593169975764,0.13097034328489018,0.13097034328489018
840,AminoSugar,PctConif2006Cat,-0.3601056389891688,-0.3601056389891688,0.007479843029023258,0.007479843029023258
841,Carb,PctConif2006Cat,-0.34305087159055425,-0.34305087159055425,0.011101425039053144,0.011101425039053144
842,ConcHC,PctConif2006Cat,-0.14848475307144252,-0.14848475307144252,0.2839185761232895,0.2839185761232895
843,Lignin,PctConif2006Cat,-0.382705499743963,-0.382705499743963,0.004288751641341826,0.004288751641341826
844,Lipid,PctConif2006Cat,-0.22905453106497337,-0.22905453106497337,0.09570407742170448,0.09570407742170448
845,Other,PctConif2006Cat,0.15115666052890406,0.15115666052890406,0.2752451195036779,0.2752451195036779
846,Protein,PctConif2006Cat,-0.35284634470910864,-0.35284634470910864,0.008871386823546573,0.008871386823546573
847,Tannin,PctConif2006Cat,-0.011636082185481749,-0.011636082185481749,0.9334465051929197,0.9334465051929197
848,UnsatHC,PctConif2006Cat,0.1676598448577547,0.1676598448577547,0.22558327287188218,0.22558327287188218
849,SumAllCompounds,PctConif2006Cat,-0.3155565085861891,-0.3155565085861891,0.020107725115749046,0.020107725115749046
850,AminoSugar,PctCrop2006Cat,0.21413884697244195,0.21413884697244195,0.11997704482347905,0.11997704482347905
851,Carb,PctCrop2006Cat,0.2716583121154516,0.2716583121154516,0.04691080416388134,0.04691080416388134
852,ConcHC,PctCrop2006Cat,-0.035320438290173686,-0.035320438290173686,0.7998377910305166,0.7998377910305166
853,Lignin,PctCrop2006Cat,0.2609598822383025,0.2609598822383025,0.05665603806762879,0.05665603806762879
854,Lipid,PctCrop2006Cat,0.2001101821363316,0.2001101821363316,0.14683115775209027,0.14683115775209027
855,Other,PctCrop2006Cat,0.06047541989458642,0.06047541989458642,0.6639970857449538,0.6639970857449538
856,Protein,PctCrop2006Cat,0.3151018801832351,0.3151018801832351,0.02029757839536976,0.02029757839536976
857,Tannin,PctCrop2006Cat,-0.09353194463559678,-0.09353194463559678,0.5011310388108035,0.5011310388108035
858,UnsatHC,PctCrop2006Cat,-0.19795472196305763,-0.19795472196305763,0.1513242429209896,0.1513242429209896
859,SumAllCompounds,PctCrop2006Cat,0.18471033759932148,0.18471033759932148,0.18118464615930857,0.18118464615930857
860,AminoSugar,PctDecid2006Cat,0.19079352737918093,0.19079352737918093,0.16698190268973329,0.16698190268973329
861,Carb,PctDecid2006Cat,0.2178321854962696,0.2178321854962696,0.11357081255896637,0.11357081255896637
862,ConcHC,PctDecid2006Cat,-0.01800530769084443,-0.01800530769084443,0.8971788819836326,0.8971788819836326
863,Lignin,PctDecid2006Cat,0.07837584134282397,0.07837584134282397,0.5732076141719229,0.5732076141719229
864,Lipid,PctDecid2006Cat,0.20719775755799613,0.20719775755799613,0.1327548272666228,0.1327548272666228
