,Compound_Name,EPA-ACW_Features,Pearsons_Correlation,Spearsman_Correlation,Pearsons_Correlation_pvalue,Spearsman_Correlation_pvalue
54,Lipid,CBNFWs,0.1841796759144797,0.1841796759144797,0.1824636611454586,0.1824636611454586
55,Other,CBNFWs,0.05349920198225833,0.05349920198225833,0.7008201083884907,0.7008201083884907
56,Protein,CBNFWs,0.26100530276365735,0.26100530276365735,0.056611451909111675,0.056611451909111675
57,Tannin,CBNFWs,-0.21644832846550086,-0.21644832846550086,0.11593979766544724,0.11593979766544724
58,UnsatHC,CBNFWs,-0.21831808859796853,-0.21831808859796853,0.11274784744800909,0.11274784744800909
59,SumAllCompounds,CBNFWs,0.08401049017961087,0.08401049017961087,0.5458619311243087,0.5458619311243087
60,AminoSugar,FertWs,0.11484031330085265,0.11484031330085265,0.40829656321472385,0.40829656321472385
61,Carb,FertWs,0.17396753587498037,0.17396753587498037,0.20835512451096388,0.20835512451096388
62,ConcHC,FertWs,-0.1796898127183071,-0.1796898127183071,0.19354609973459042,0.19354609973459042
63,Lignin,FertWs,0.02915069635191754,0.02915069635191754,0.8342569343111815,0.8342569343111815
64,Lipid,FertWs,0.08491773649246326,0.08491773649246326,0.5415184037753786,0.5415184037753786
65,Other,FertWs,-0.002389035029624745,-0.002389035029624745,0.9863209552700064,0.9863209552700064
66,Protein,FertWs,0.15843903058778924,0.15843903058778924,0.2525046498893639,0.2525046498893639
67,Tannin,FertWs,-0.21327176777511594,-0.21327176777511594,0.12152008943352882,0.12152008943352882
68,UnsatHC,FertWs,-0.2629992689262566,-0.2629992689262566,0.054681882306746546,0.054681882306746546
69,SumAllCompounds,FertWs,-0.0184265942940815,-0.0184265942940815,0.8947865133409703,0.8947865133409703
70,AminoSugar,ManureWs,0.2735650266688779,0.2735650266688779,0.04532698535413647,0.04532698535413647
71,Carb,ManureWs,0.2816391053474438,0.2816391053474438,0.039097652009051055,0.039097652009051055
72,ConcHC,ManureWs,0.1243974468530279,0.1243974468530279,0.3701303141047327,0.3701303141047327
73,Lignin,ManureWs,0.14963701036335245,0.14963701036335245,0.28015637762491735,0.28015637762491735
74,Lipid,ManureWs,0.31189581175217385,0.31189581175217385,0.021680012749202886,0.021680012749202886
75,Other,ManureWs,0.035686552849918694,0.035686552849918694,0.7978064797698414,0.7978064797698414
76,Protein,ManureWs,0.2826985727310036,0.2826985727310036,0.0383353394037852,0.0383353394037852
77,Tannin,ManureWs,0.12224139358221307,0.12224139358221307,0.37854675779900754,0.37854675779900754
78,UnsatHC,ManureWs,0.26539413298599396,0.26539413298599396,0.05243511098241896,0.05243511098241896
79,SumAllCompounds,ManureWs,0.21357271622884738,0.21357271622884738,0.12098282701797652,0.12098282701797652
80,AminoSugar,BFIWs,-0.16998814967683137,-0.16998814967683137,0.21911261116236155,0.21911261116236155
81,Carb,BFIWs,-0.2265839215206686,-0.2265839215206686,0.09943660346451513,0.09943660346451513
82,ConcHC,BFIWs,-0.24934845252087148,-0.24934845252087148,0.06901926119902961,0.06901926119902961
83,Lignin,BFIWs,-0.30483763628955896,-0.30483763628955896,0.02500570446447866,0.02500570446447866
84,Lipid,BFIWs,-0.20025865894028844,-0.20025865894028844,0.14652534284735858,0.14652534284735858
85,Other,BFIWs,-0.13951279899528524,-0.13951279899528524,0.3143442914733457,0.3143442914733457
86,Protein,BFIWs,-0.18629175438593232,-0.18629175438593232,0.17741141225806054,0.17741141225806054
87,Tannin,BFIWs,-0.17746587436875824,-0.17746587436875824,0.19920975059774743,0.19920975059774743
88,UnsatHC,BFIWs,-0.07204141134089578,-0.07204141134089578,0.6046813039856258,0.6046813039856258
89,SumAllCompounds,BFIWs,-0.2872014952560699,-0.2872014952560699,0.03523093086370055,0.03523093086370055
90,AminoSugar,CanalDensWs,-0.08667539168126856,-0.08667539168126856,0.5331514266743125,0.5331514266743125
91,Carb,CanalDensWs,-0.11999890901163839,-0.11999890901163839,0.38742084507016955,0.38742084507016955
92,ConcHC,CanalDensWs,-0.07512559704139182,-0.07512559704139182,0.5892628521177479,0.5892628521177479
93,Lignin,CanalDensWs,-0.008711835883401553,-0.008711835883401553,0.9501472661601822,0.9501472661601822
94,Lipid,CanalDensWs,-0.17697402765849346,-0.17697402765849346,0.20047803880324153,0.20047803880324153
95,Other,CanalDensWs,-0.22812398523422914,-0.22812398523422914,0.09709692288926106,0.09709692288926106
96,Protein,CanalDensWs,-0.12244048090752895,-0.12244048090752895,0.37776483539954614,0.37776483539954614
97,Tannin,CanalDensWs,0.04409732177848288,0.04409732177848288,0.7515323134286828,0.7515323134286828
98,UnsatHC,CanalDensWs,0.0136470938345496,0.0136470938345496,0.9219773980074418,0.9219773980074418
99,SumAllCompounds,CanalDensWs,-0.05047338569747724,-0.05047338569747724,0.7170123391009409,0.7170123391009409
100,AminoSugar,CoalMineDensWs,0.0501283281245115,0.0501283281245115,0.7188668932785303,0.7188668932785303
101,Carb,CoalMineDensWs,0.022556687973635595,0.022556687973635595,0.871385285871163,0.871385285871163
102,ConcHC,CoalMineDensWs,0.06668137020806848,0.06668137020806848,0.6318858272605805,0.6318858272605805
103,Lignin,CoalMineDensWs,-0.0020634977340058475,-0.0020634977340058475,0.9881847614655869,0.9881847614655869
104,Lipid,CoalMineDensWs,0.03247453880204993,0.03247453880204993,0.8156715423852081,0.8156715423852081
105,Other,CoalMineDensWs,-0.11131587455075875,-0.11131587455075875,0.42292557539,0.42292557539
106,Protein,CoalMineDensWs,0.056084405367729115,0.056084405367729115,0.6870892063329656,0.6870892063329656
107,Tannin,CoalMineDensWs,0.0041047090515977476,0.0041047090515977476,0.9764995968525436,0.9764995968525436
108,UnsatHC,CoalMineDensWs,0.11674065201480795,0.11674065201480795,0.40053177312869803,0.40053177312869803
109,SumAllCompounds,CoalMineDensWs,0.028430561290121587,0.028430561290121587,0.8382958427726643,0.8382958427726643
110,AminoSugar,DamDensWs,0.3763770449822618,0.3763770449822618,0.005031156910760327,0.005031156910760327
111,Carb,DamDensWs,0.2571606283223201,0.2571606283223201,0.06048712248693024,0.06048712248693024
112,ConcHC,DamDensWs,0.25482672018275093,0.25482672018275093,0.06294212617750544,0.06294212617750544
113,Lignin,DamDensWs,0.3489055637372689,0.3489055637372689,0.009716874671277532,0.009716874671277532
114,Lipid,DamDensWs,0.3614057383407454,0.3614057383407454,0.007251799853900045,0.007251799853900045
115,Other,DamDensWs,0.017295765467422244,0.017295765467422244,0.9012102148401353,0.9012102148401353
116,Protein,DamDensWs,0.3730582926915676,0.3730582926915676,0.005463819984395301,0.005463819984395301
117,Tannin,DamDensWs,0.3166651022062196,0.3166651022062196,0.019651071870615017,0.019651071870615017
118,UnsatHC,DamDensWs,0.23606604947654297,0.23606604947654297,0.08570271933275156,0.08570271933275156
119,SumAllCompounds,DamDensWs,0.392964506551407,0.392964506551407,0.0032888500651609984,0.0032888500651609984
120,AminoSugar,DamNIDStorM3Ws,0.2950923046066304,0.2950923046066304,0.030293682422939578,0.030293682422939578
121,Carb,DamNIDStorM3Ws,0.20216637634122492,0.20216637634122492,0.1426380347606457,0.1426380347606457
122,ConcHC,DamNIDStorM3Ws,0.17113871268589542,0.17113871268589542,0.21596328137287263,0.21596328137287263
123,Lignin,DamNIDStorM3Ws,0.27064525636639525,0.27064525636639525,0.04777051564636987,0.04777051564636987
124,Lipid,DamNIDStorM3Ws,0.20704711863287556,0.20704711863287556,0.1330430494474827,0.1330430494474827
125,Other,DamNIDStorM3Ws,0.05630609006065558,0.05630609006065558,0.6859163392490493,0.6859163392490493
126,Protein,DamNIDStorM3Ws,0.2437661697447405,0.2437661697447405,0.07568411776676114,0.07568411776676114
127,Tannin,DamNIDStorM3Ws,0.23024456474276142,0.23024456474276142,0.0939455148418959,0.0939455148418959
128,UnsatHC,DamNIDStorM3Ws,0.0991080567517758,0.0991080567517758,0.4758398081342939,0.4758398081342939
129,SumAllCompounds,DamNIDStorM3Ws,0.28521855572795507,0.28521855572795507,0.03657133097170494,0.03657133097170494
130,AminoSugar,DamNrmStorM3Ws,0.24828497266102734,0.24828497266102734,0.07025151742568617,0.07025151742568617
131,Carb,DamNrmStorM3Ws,0.1606015120976057,0.1606015120976057,0.24600414436592868,0.24600414436592868
132,ConcHC,DamNrmStorM3Ws,0.2381478927286442,0.2381478927286442,0.08289675481301191,0.08289675481301191
133,Lignin,DamNrmStorM3Ws,0.2551533104412043,0.2551533104412043,0.06259385585253822,0.06259385585253822
134,Lipid,DamNrmStorM3Ws,0.11569793990162038,0.11569793990162038,0.4047815782021655,0.4047815782021655
135,Other,DamNrmStorM3Ws,-0.048661302240519434,-0.048661302240519434,0.7267694438190522,0.7267694438190522
136,Protein,DamNrmStorM3Ws,0.1931471237850759,0.1931471237850759,0.16171070745669375,0.16171070745669375
137,Tannin,DamNrmStorM3Ws,0.26888655440367737,0.26888655440367737,0.04929351144537476,0.04929351144537476
138,UnsatHC,DamNrmStorM3Ws,0.1731325758165629,0.1731325758165629,0.2105808636110807,0.2105808636110807
139,SumAllCompounds,DamNrmStorM3Ws,0.2805429485327308,0.2805429485327308,0.03989947335937308,0.03989947335937308
140,AminoSugar,ElevWs,-0.3848431620562304,-0.3848431620562304,0.00406074119933797,0.00406074119933797
141,Carb,ElevWs,-0.36584977589938356,-0.36584977589938356,0.006517390571702966,0.006517390571702966
142,ConcHC,ElevWs,-0.1677435101184138,-0.1677435101184138,0.2253484868895466,0.2253484868895466
143,Lignin,ElevWs,-0.2608355153496114,-0.2608355153496114,0.05677826555369288,0.05677826555369288
144,Lipid,ElevWs,-0.3674577135930897,-0.3674577135930897,0.0062681417360109445,0.0062681417360109445
145,Other,ElevWs,-0.12342510915649009,-0.12342510915649009,0.37391189838255484,0.37391189838255484
146,Protein,ElevWs,-0.394041551312908,-0.394041551312908,0.0031969086524090973,0.0031969086524090973
147,Tannin,ElevWs,-0.11353708944507167,-0.11353708944507167,0.4136714769505093,0.4136714769505093
148,UnsatHC,ElevWs,0.11820558970083006,0.11820558970083006,0.39460527580115534,0.39460527580115534
149,SumAllCompounds,ElevWs,-0.3010240456094777,-0.3010240456094777,0.026974381934730583,0.026974381934730583
150,AminoSugar,NPDESDensWs,0.55920376502669,0.55920376502669,1.1059341469648915e-05,1.1059341469648915e-05
151,Carb,NPDESDensWs,0.6323616285455055,0.6323616285455055,2.908698340263421e-07,2.908698340263421e-07
152,ConcHC,NPDESDensWs,0.25525329334703417,0.25525329334703417,0.0624875456180217,0.0624875456180217
153,Lignin,NPDESDensWs,0.24368419123088433,0.24368419123088433,0.07578566209154489,0.07578566209154489
154,Lipid,NPDESDensWs,0.5499031825905779,0.5499031825905779,1.6538169636693828e-05,1.6538169636693828e-05
155,Other,NPDESDensWs,0.07549055914511091,0.07549055914511091,0.5874500479453324,0.5874500479453324
156,Protein,NPDESDensWs,0.5738987130145665,0.5738987130145665,5.710059833836504e-06,5.710059833836504e-06
157,Tannin,NPDESDensWs,0.040823292928485834,0.040823292928485834,0.7694522048391026,0.7694522048391026
158,UnsatHC,NPDESDensWs,-0.009975221944649353,-0.009975221944649353,0.9429288711387651,0.9429288711387651
159,SumAllCompounds,NPDESDensWs,0.3577683114600853,0.3577683114600853,0.007905548450110234,0.007905548450110234
160,AminoSugar,SuperfundDensWs,0.47013809179482896,0.47013809179482896,0.00033442674304312917,0.00033442674304312917
161,Carb,SuperfundDensWs,0.4955265889862399,0.4955265889862399,0.00013906871356367972,0.00013906871356367972
162,ConcHC,SuperfundDensWs,0.18883092810218477,0.18883092810218477,0.1714723666737608,0.1714723666737608
163,Lignin,SuperfundDensWs,0.3528845229978757,0.3528845229978757,0.008863518171578908,0.008863518171578908
164,Lipid,SuperfundDensWs,0.4324106259712519,0.4324106259712519,0.0010931784265180038,0.0010931784265180038
165,Other,SuperfundDensWs,0.13771984697194276,0.13771984697194276,0.3206651123054894,0.3206651123054894
166,Protein,SuperfundDensWs,0.43441529866325085,0.43441529866325085,0.00102995301587562,0.00102995301587562
167,Tannin,SuperfundDensWs,0.234784996100208,0.234784996100208,0.08746604744086087,0.08746604744086087
168,UnsatHC,SuperfundDensWs,0.09929898463903257,0.09929898463903257,0.47498603393151817,0.47498603393151817
169,SumAllCompounds,SuperfundDensWs,0.39526451636825877,0.39526451636825877,0.003095273440139017,0.003095273440139017
170,AminoSugar,TRIDensWs,0.5761748143386523,0.5761748143386523,5.139559445915746e-06,5.139559445915746e-06
171,Carb,TRIDensWs,0.6108640460825794,0.6108640460825794,9.320692667957718e-07,9.320692667957718e-07
172,ConcHC,TRIDensWs,0.14179898652610706,0.14179898652610706,0.30640083718365174,0.30640083718365174
173,Lignin,TRIDensWs,0.3836106258078143,0.3836106258078143,0.004190867595111018,0.004190867595111018
174,Lipid,TRIDensWs,0.6615807515089662,0.6615807515089662,5.138746093982945e-08,5.138746093982945e-08
175,Other,TRIDensWs,0.1918351477498472,0.1918351477498472,0.1646338004086268,0.1646338004086268
176,Protein,TRIDensWs,0.6238837352123737,0.6238837352123737,4.652742383998112e-07,4.652742383998112e-07
177,Tannin,TRIDensWs,0.06200264490490304,0.06200264490490304,0.6560362040100091,0.6560362040100091
178,UnsatHC,TRIDensWs,0.024131583149816806,0.024131583149816806,0.8624894849309985,0.8624894849309985
179,SumAllCompounds,TRIDensWs,0.4212173233674713,0.4212173233674713,0.0015146106200329636,0.0015146106200329636
180,AminoSugar,PctFire2000Ws,,,,
181,Carb,PctFire2000Ws,,,,
182,ConcHC,PctFire2000Ws,,,,
183,Lignin,PctFire2000Ws,,,,
184,Lipid,PctFire2000Ws,,,,
185,Other,PctFire2000Ws,,,,
186,Protein,PctFire2000Ws,,,,
187,Tannin,PctFire2000Ws,,,,
188,UnsatHC,PctFire2000Ws,,,,
189,SumAllCompounds,PctFire2000Ws,,,,
190,AminoSugar,PctFire2001Ws,-0.02622643497530195,-0.02622643497530195,0.8506830764545096,0.8506830764545096
191,Carb,PctFire2001Ws,-0.047453236762993796,-0.047453236762993796,0.733298330258989,0.733298330258989
192,ConcHC,PctFire2001Ws,-0.018623050429096014,-0.018623050429096014,0.8936712102160577,0.8936712102160577
193,Lignin,PctFire2001Ws,-0.00899467192881529,-0.00899467192881529,0.9485309081588725,0.9485309081588725
194,Lipid,PctFire2001Ws,-0.12043205961347994,-0.12043205961347994,0.3856972314501408,0.3856972314501408
195,Other,PctFire2001Ws,-0.19993008715995358,-0.19993008715995358,0.14720273171199277,0.14720273171199277
196,Protein,PctFire2001Ws,-0.06199093041510527,-0.06199093041510527,0.6560971247970773,0.6560971247970773
197,Tannin,PctFire2001Ws,0.011284381626828599,0.011284381626828599,0.9354537520591363,0.9354537520591363
198,UnsatHC,PctFire2001Ws,-0.07459662603090315,-0.07459662603090315,0.5918947423932853,0.5918947423932853
199,SumAllCompounds,PctFire2001Ws,-0.027381038069810102,-0.027381038069810102,0.8441895249475906,0.8441895249475906
200,AminoSugar,PctFire2002Ws,0.17187170899656934,0.17187170899656934,0.21397349674021676,0.21397349674021676
201,Carb,PctFire2002Ws,0.11217664895613713,0.11217664895613713,0.4193255046975719,0.4193255046975719
202,ConcHC,PctFire2002Ws,0.016748337739151038,0.016748337739151038,0.9043221751735232,0.9043221751735232
203,Lignin,PctFire2002Ws,0.03441580216961805,0.03441580216961805,0.8048625921427852,0.8048625921427852
204,Lipid,PctFire2002Ws,0.1490487755012025,0.1490487755012025,0.282072875908041,0.282072875908041
205,Other,PctFire2002Ws,0.16003768766233964,0.16003768766233964,0.24768793848036968,0.24768793848036968
206,Protein,PctFire2002Ws,0.13986357175925918,0.13986357175925918,0.31311705543837276,0.31311705543837276
207,Tannin,PctFire2002Ws,0.06833235391956699,0.06833235391956699,0.6234524260284089,0.6234524260284089
208,UnsatHC,PctFire2002Ws,-0.0737189815904036,-0.0737189815904036,0.5962729712171955,0.5962729712171955
209,SumAllCompounds,PctFire2002Ws,0.08037266900300566,0.08037266900300566,0.5634448851426958,0.5634448851426958
210,AminoSugar,PctFire2003Ws,-0.04072579747975626,-0.04072579747975626,0.7699877204873848,0.7699877204873848
211,Carb,PctFire2003Ws,0.010006332367379538,0.010006332367379538,0.942751175802053,0.942751175802053
212,ConcHC,PctFire2003Ws,0.18209015883453689,0.18209015883453689,0.18756304440453825,0.18756304440453825
213,Lignin,PctFire2003Ws,0.06852524499507139,0.06852524499507139,0.6224702100140036,0.6224702100140036
214,Lipid,PctFire2003Ws,-0.10178845750198774,-0.10178845750198774,0.4639289050464882,0.4639289050464882
215,Other,PctFire2003Ws,-0.017132739469408097,-0.017132739469408097,0.9021368161447899,0.9021368161447899
216,Protein,PctFire2003Ws,-0.09273674776210698,-0.09273674776210698,0.5047932263947367,0.5047932263947367
217,Tannin,PctFire2003Ws,0.1909335074183267,0.1909335074183267,0.16666493544800184,0.16666493544800184
218,UnsatHC,PctFire2003Ws,0.15486208438100665,0.15486208438100665,0.26351020926636026,0.26351020926636026
219,SumAllCompounds,PctFire2003Ws,0.08192477811821254,0.08192477811821254,0.555910614211428,0.555910614211428
220,AminoSugar,PctFire2004Ws,-0.07240732116857658,-0.07240732116857658,0.6028428881207384,0.6028428881207384
221,Carb,PctFire2004Ws,-0.068228004588158,-0.068228004588158,0.6239840520102296,0.6239840520102296
222,ConcHC,PctFire2004Ws,0.005404493283380145,0.005404493283380145,0.969061219646669,0.969061219646669
223,Lignin,PctFire2004Ws,0.011593735660490368,0.011593735660490368,0.9336881663553553,0.9336881663553553
224,Lipid,PctFire2004Ws,-0.14307439392936014,-0.14307439392936014,0.30202600714533195,0.30202600714533195
225,Other,PctFire2004Ws,-0.08458684668751008,-0.08458684668751008,0.5431006274915509,0.5431006274915509
226,Protein,PctFire2004Ws,-0.11072556937513975,-0.11072556937513975,0.42540456835157514,0.42540456835157514
227,Tannin,PctFire2004Ws,0.05939101527040658,0.05939101527040658,0.6696722002981514,0.6696722002981514
228,UnsatHC,PctFire2004Ws,-0.009657401170011976,-0.009657401170011976,0.9447443443003192,0.9447443443003192
229,SumAllCompounds,PctFire2004Ws,-0.015895605039638664,-0.015895605039638664,0.9091725278193405,0.9091725278193405
230,AminoSugar,PctFire2005Ws,0.14050034290784247,0.14050034290784247,0.3108970438866644,0.3108970438866644
231,Carb,PctFire2005Ws,0.08314217451126338,0.08314217451126338,0.5500347186714462,0.5500347186714462
232,ConcHC,PctFire2005Ws,-0.007751621161016962,-0.007751621161016962,0.9556361710069581,0.9556361710069581
233,Lignin,PctFire2005Ws,0.018607050683988196,0.018607050683988196,0.8937620349271702,0.8937620349271702
234,Lipid,PctFire2005Ws,0.08586086542819478,0.08586086542819478,0.537020918039006,0.537020918039006
235,Other,PctFire2005Ws,0.06084146061796052,0.06084146061796052,0.6620856466912614,0.6620856466912614
236,Protein,PctFire2005Ws,0.09795765254539288,0.09795765254539288,0.48100132752319646,0.48100132752319646
237,Tannin,PctFire2005Ws,0.05299774737010578,0.05299774737010578,0.7034946948955801,0.7034946948955801
238,UnsatHC,PctFire2005Ws,-0.10250414312269004,-0.10250414312269004,0.46077610404206815,0.46077610404206815
239,SumAllCompounds,PctFire2005Ws,0.05100382227324465,0.05100382227324465,0.714164602292197,0.714164602292197
240,AminoSugar,PctFire2006Ws,-0.24137091697428617,-0.24137091697428617,0.07869579627141388,0.07869579627141388
241,Carb,PctFire2006Ws,-0.0905707948092884,-0.0905707948092884,0.5148372750623211,0.5148372750623211
242,ConcHC,PctFire2006Ws,-0.12687483629905585,-0.12687483629905585,0.360600102141026,0.360600102141026
243,Lignin,PctFire2006Ws,0.04236058211753684,0.04236058211753684,0.7610225611344729,0.7610225611344729
244,Lipid,PctFire2006Ws,-0.15590702251148372,-0.15590702251148372,0.26026244803623083,0.26026244803623083
245,Other,PctFire2006Ws,-0.07250395093534409,-0.07250395093534409,0.6023578057387101,0.6023578057387101
246,Protein,PctFire2006Ws,-0.21034557322764605,-0.21034557322764605,0.12683884456385658,0.12683884456385658
247,Tannin,PctFire2006Ws,-0.10267747989758752,-0.10267747989758752,0.4600142590313063,0.4600142590313063
248,UnsatHC,PctFire2006Ws,0.09292954430016312,0.09292954430016312,0.503904068414942,0.503904068414942
249,SumAllCompounds,PctFire2006Ws,-0.0879062862754377,-0.0879062862754377,0.5273300277298623,0.5273300277298623
250,AminoSugar,PctFire2007Ws,-0.08661936544069344,-0.08661936544069344,0.5334171460929471,0.5334171460929471
251,Carb,PctFire2007Ws,-0.07980563922758055,-0.07980563922758055,0.5662092360978042,0.5662092360978042
252,ConcHC,PctFire2007Ws,-0.09504878692241193,-0.09504878692241193,0.4941834802316692,0.4941834802316692
253,Lignin,PctFire2007Ws,-0.23614732240820321,-0.23614732240820321,0.08559179764871089,0.08559179764871089
254,Lipid,PctFire2007Ws,-0.161181355307338,-0.161181355307338,0.2442806550283137,0.2442806550283137
255,Other,PctFire2007Ws,-0.2378704286508785,-0.2378704286508785,0.08326649871888747,0.08326649871888747
256,Protein,PctFire2007Ws,-0.11345604342965515,-0.11345604342965515,0.41400707403460646,0.41400707403460646
257,Tannin,PctFire2007Ws,-0.08299430044491955,-0.08299430044491955,0.5507468610433608,0.5507468610433608
258,UnsatHC,PctFire2007Ws,-0.11133203613792444,-0.11133203613792444,0.4228578203430943,0.4228578203430943
259,SumAllCompounds,PctFire2007Ws,-0.18285960487008804,-0.18285960487008804,0.18567349536231162,0.18567349536231162
260,AminoSugar,PctFire2008Ws,0.17677626399578733,0.17677626399578733,0.20098960647087807,0.20098960647087807
261,Carb,PctFire2008Ws,0.1037176489027801,0.1037176489027801,0.4554569427111556,0.4554569427111556
262,ConcHC,PctFire2008Ws,0.037303299083843236,0.037303299083843236,0.788852353563477,0.788852353563477
263,Lignin,PctFire2008Ws,0.0553245648366413,0.0553245648366413,0.6911148307806606,0.6911148307806606
264,Lipid,PctFire2008Ws,0.1291473127606315,0.1291473127606315,0.35199094433660294,0.35199094433660294
265,Other,PctFire2008Ws,0.16618542686325657,0.16618542686325657,0.22974870684737123,0.22974870684737123
266,Protein,PctFire2008Ws,0.13887395692606122,0.13887395692606122,0.3165872625467359,0.3165872625467359
267,Tannin,PctFire2008Ws,0.09826668650706892,0.09826668650706892,0.4796118841395962,0.4796118841395962
268,UnsatHC,PctFire2008Ws,-0.06658492536139449,-0.06658492536139449,0.6323799321613299,0.6323799321613299
269,SumAllCompounds,PctFire2008Ws,0.09899392600106101,0.09899392600106101,0.4763505576073697,0.4763505576073697
270,AminoSugar,PctFire2009Ws,0.1495416135930994,0.1495416135930994,0.28046660010097146,0.28046660010097146
271,Carb,PctFire2009Ws,0.09153934973627814,0.09153934973627814,0.5103334270348004,0.5103334270348004
272,ConcHC,PctFire2009Ws,-0.005444142309500062,-0.005444142309500062,0.9688343549246232,0.9688343549246232
273,Lignin,PctFire2009Ws,0.020477834720158235,0.020477834720158235,0.8831517472758668,0.8831517472758668
274,Lipid,PctFire2009Ws,0.10185819495512496,0.10185819495512496,0.4636211796449128,0.4636211796449128
275,Other,PctFire2009Ws,0.08487612442457136,0.08487612442457136,0.5417172583190493,0.5417172583190493
276,Protein,PctFire2009Ws,0.10878328787294832,0.10878328787294832,0.4336190916712014,0.4336190916712014
277,Tannin,PctFire2009Ws,0.054926958021111416,0.054926958021111416,0.6932247386011057,0.6932247386011057
278,UnsatHC,PctFire2009Ws,-0.09890502779003588,-0.09890502779003588,0.47674859023101945,0.47674859023101945
279,SumAllCompounds,PctFire2009Ws,0.056444253828364245,0.056444253828364245,0.6851857274576093,0.6851857274576093
280,AminoSugar,PctFire2010Ws,-0.08632188525629535,-0.08632188525629535,0.5348291130658333,0.5348291130658333
281,Carb,PctFire2010Ws,-0.08037582353009273,-0.08037582353009273,0.5634295240585153,0.5634295240585153
282,ConcHC,PctFire2010Ws,-0.08707366809278128,-0.08707366809278128,0.5312643692745589,0.5312643692745589
283,Lignin,PctFire2010Ws,-0.1101135438760096,-0.1101135438760096,0.4279834505384256,0.4279834505384256
284,Lipid,PctFire2010Ws,-0.1658778783580131,-0.1658778783580131,0.23062422518186101,0.23062422518186101
285,Other,PctFire2010Ws,-0.26450659156300255,-0.26450659156300255,0.05325886650922744,0.05325886650922744
286,Protein,PctFire2010Ws,-0.12838541769459727,-0.12838541769459727,0.3548631550644016,0.3548631550644016
287,Tannin,PctFire2010Ws,-0.04825322935564379,-0.04825322935564379,0.7289727116315281,0.7289727116315281
288,UnsatHC,PctFire2010Ws,-0.1331549314965185,-0.1331549314965185,0.3371192715264093,0.3371192715264093
289,SumAllCompounds,PctFire2010Ws,-0.11922696968519082,-0.11922696968519082,0.39050386197619236,0.39050386197619236
290,AminoSugar,PctFrstLoss2001Ws,0.14035218575985176,0.14035218575985176,0.3114126703652985,0.3114126703652985
291,Carb,PctFrstLoss2001Ws,0.0452807105467694,0.0452807105467694,0.7450865376255584,0.7450865376255584
292,ConcHC,PctFrstLoss2001Ws,0.1382030038334406,0.1382030038334406,0.31895392298013736,0.31895392298013736
293,Lignin,PctFrstLoss2001Ws,0.1431175444059454,0.1431175444059454,0.3018787041829413,0.3018787041829413
294,Lipid,PctFrstLoss2001Ws,0.11285552383965673,0.11285552383965673,0.4164985866603914,0.4164985866603914
295,Other,PctFrstLoss2001Ws,0.23500902640620858,0.23500902640620858,0.08715564386452025,0.08715564386452025
296,Protein,PctFrstLoss2001Ws,0.13640869677190462,0.13640869677190462,0.325338080516687,0.325338080516687
297,Tannin,PctFrstLoss2001Ws,0.2917445577189942,0.2917445577189942,0.03231288246923956,0.03231288246923956
298,UnsatHC,PctFrstLoss2001Ws,0.42502363055113573,0.42502363055113573,0.0013573287483012843,0.0013573287483012843
299,SumAllCompounds,PctFrstLoss2001Ws,0.19730876182861334,0.19730876182861334,0.15269035375585427,0.15269035375585427
300,AminoSugar,PctFrstLoss2002Ws,0.1519835155320581,0.1519835155320581,0.2725969729041664,0.2725969729041664
301,Carb,PctFrstLoss2002Ws,0.0766850632017392,0.0766850632017392,0.5815344204156754,0.5815344204156754
302,ConcHC,PctFrstLoss2002Ws,0.1382193994661238,0.1382193994661238,0.31889595681208693,0.31889595681208693
303,Lignin,PctFrstLoss2002Ws,0.09532657269436112,0.09532657269436112,0.4929165863407866,0.4929165863407866
304,Lipid,PctFrstLoss2002Ws,0.22638100312173576,0.22638100312173576,0.09974810707119514,0.09974810707119514
305,Other,PctFrstLoss2002Ws,0.23820833838971278,0.23820833838971278,0.08281637754420254,0.08281637754420254
306,Protein,PctFrstLoss2002Ws,0.13905149784754745,0.13905149784754745,0.3159628969481182,0.3159628969481182
307,Tannin,PctFrstLoss2002Ws,0.20859832426647568,0.20859832426647568,0.13009750649936877,0.13009750649936877
308,UnsatHC,PctFrstLoss2002Ws,0.21210178434502472,0.21210178434502472,0.12362600020832966,0.12362600020832966
309,SumAllCompounds,PctFrstLoss2002Ws,0.16316884750349894,0.16316884750349894,0.2384357001254681,0.2384357001254681
310,AminoSugar,PctFrstLoss2003Ws,0.22092270789605947,0.22092270789605947,0.10841401510328161,0.10841401510328161
311,Carb,PctFrstLoss2003Ws,0.08697598734493357,0.08697598734493357,0.531726881961353,0.531726881961353
312,ConcHC,PctFrstLoss2003Ws,0.24436077570160772,0.24436077570160772,0.07495081958461905,0.07495081958461905
313,Lignin,PctFrstLoss2003Ws,0.1706919563830674,0.1706919563830674,0.21718236664684992,0.21718236664684992
314,Lipid,PctFrstLoss2003Ws,0.3046802333593229,0.3046802333593229,0.02508450137911932,0.02508450137911932
315,Other,PctFrstLoss2003Ws,0.2390217226703104,0.2390217226703104,0.08174073737568727,0.08174073737568727
316,Protein,PctFrstLoss2003Ws,0.23531375410923736,0.23531375410923736,0.08673481668345506,0.08673481668345506
317,Tannin,PctFrstLoss2003Ws,0.3111622542708276,0.3111622542708276,0.022007262097382744,0.022007262097382744
