,Compound_Name,HYDROSHEDS_Features,Pearsons_Correlation,Spearsman_Correlation,Pearsons_Correlation_pvalue,Spearsman_Correlation_pvalue
1189,SumAllCompounds,snw_pc_s04,-0.25954653363902985,-0.25954653363902985,0.058057659000718166,0.058057659000718166
1190,AminoSugar,snw_pc_s05,-0.22415677233310538,-0.22415677233310538,0.10321229317861418,0.10321229317861418
1191,Carb,snw_pc_s05,-0.23269110503801704,-0.23269110503801704,0.09040925521143581,0.09040925521143581
1192,ConcHC,snw_pc_s05,-0.2318798445450044,-0.2318798445450044,0.09157014903987976,0.09157014903987976
1193,Lignin,snw_pc_s05,-0.17828892963117107,-0.17828892963117107,0.19710015040062018,0.19710015040062018
1194,Lipid,snw_pc_s05,-0.14379931026331197,-0.14379931026331197,0.29955751887854654,0.29955751887854654
1195,Other,snw_pc_s05,0.20588103737564528,0.20588103737564528,0.1352900793585881,0.1352900793585881
1196,Protein,snw_pc_s05,-0.19036437116121233,-0.19036437116121233,0.16795641385224402,0.16795641385224402
1197,Tannin,snw_pc_s05,-0.11810142200545197,-0.11810142200545197,0.3950249840673173,0.3950249840673173
1198,UnsatHC,snw_pc_s05,0.28518470468503215,0.28518470468503215,0.03659457420240489,0.03659457420240489
1199,SumAllCompounds,snw_pc_s05,-0.20914468098727795,-0.20914468098727795,0.12907183156016616,0.12907183156016616
1200,AminoSugar,snw_pc_s06,-0.29956753239438394,-0.29956753239438394,0.027759784574894704,0.027759784574894704
1201,Carb,snw_pc_s06,-0.275827343704025,-0.275827343704025,0.043504818339060475,0.043504818339060475
1202,ConcHC,snw_pc_s06,-0.16103494494190204,-0.16103494494190204,0.24471505716498562,0.24471505716498562
1203,Lignin,snw_pc_s06,-0.25188771122878695,-0.25188771122878695,0.06614667882573681,0.06614667882573681
1204,Lipid,snw_pc_s06,-0.22401820378049786,-0.22401820378049786,0.10343114439537407,0.10343114439537407
1205,Other,snw_pc_s06,0.06431815546165491,0.06431815546165491,0.644038516802483,0.644038516802483
1206,Protein,snw_pc_s06,-0.2872484465257587,-0.2872484465257587,0.03519969348589426,0.03519969348589426
1207,Tannin,snw_pc_s06,-0.04234977352823256,-0.04234977352823256,0.7610817347009642,0.7610817347009642
1208,UnsatHC,snw_pc_s06,0.19832530660406386,0.19832530660406386,0.15054460256764712,0.15054460256764712
1209,SumAllCompounds,snw_pc_s06,-0.24467311087609048,-0.24467311087609048,0.07456789472862937,0.07456789472862937
1210,AminoSugar,snw_pc_s07,-0.167998507634308,-0.167998507634308,0.2246339442543378,0.2246339442543378
1211,Carb,snw_pc_s07,-0.15214467626740877,-0.15214467626740877,0.27208280516212857,0.27208280516212857
1212,ConcHC,snw_pc_s07,-0.04158974124109132,-0.04158974124109132,0.7652460517997467,0.7652460517997467
1213,Lignin,snw_pc_s07,-0.02551984657223476,-0.02551984657223476,0.8546618517502612,0.8546618517502612
1214,Lipid,snw_pc_s07,-0.2188034790931666,-0.2188034790931666,0.1119303140887015,0.1119303140887015
1215,Other,snw_pc_s07,-0.10580274355674324,-0.10580274355674324,0.4463962193561719,0.4463962193561719
1216,Protein,snw_pc_s07,-0.17090134684345293,-0.17090134684345293,0.21661039593774295,0.21661039593774295
1217,Tannin,snw_pc_s07,0.05363520183512494,0.05363520183512494,0.7000953505129205,0.7000953505129205
1218,UnsatHC,snw_pc_s07,0.10148396474910157,0.10148396474910157,0.4652738107986425,0.4652738107986425
1219,SumAllCompounds,snw_pc_s07,-0.06551609974151419,-0.06551609974151419,0.6378663544021926,0.6378663544021926
1220,AminoSugar,snw_pc_s08,-0.2998849082380037,-0.2998849082380037,0.02758703308805511,0.02758703308805511
1221,Carb,snw_pc_s08,-0.2181041503851427,-0.2181041503851427,0.11310962660495465,0.11310962660495465
1222,ConcHC,snw_pc_s08,-0.17903370651997588,-0.17903370651997588,0.19520491527861925,0.19520491527861925
1223,Lignin,snw_pc_s08,-0.10262657268981587,-0.10262657268981587,0.4602379339779949,0.4602379339779949
1224,Lipid,snw_pc_s08,-0.2591788661348168,-0.2591788661348168,0.05842682325104952,0.05842682325104952
1225,Other,snw_pc_s08,-0.13129775183896453,-0.13129775183896453,0.34396154296992143,0.34396154296992143
1226,Protein,snw_pc_s08,-0.28041522356875825,-0.28041522356875825,0.03999377679873422,0.03999377679873422
1227,Tannin,snw_pc_s08,-0.026494572212758034,-0.026494572212758034,0.8491741647372018,0.8491741647372018
1228,UnsatHC,snw_pc_s08,0.021997954285372764,0.021997954285372764,0.8745451533606066,0.8745451533606066
1229,SumAllCompounds,snw_pc_s08,-0.1767029622975837,-0.1767029622975837,0.20117945522679948,0.20117945522679948
1230,AminoSugar,snw_pc_s09,-0.2085339123385355,-0.2085339123385355,0.13021883045129373,0.13021883045129373
1231,Carb,snw_pc_s09,-0.21465685616458524,-0.21465685616458524,0.11906233566884315,0.11906233566884315
1232,ConcHC,snw_pc_s09,-0.23193345178650773,-0.23193345178650773,0.09149308132183796,0.09149308132183796
1233,Lignin,snw_pc_s09,-0.13951550476040284,-0.13951550476040284,0.31433481317480305,0.31433481317480305
1234,Lipid,snw_pc_s09,-0.18467682901009008,-0.18467682901009008,0.181265217847911,0.181265217847911
1235,Other,snw_pc_s09,-0.002640358572368273,-0.002640358572368273,0.984882095849007,0.984882095849007
1236,Protein,snw_pc_s09,-0.21862921338855704,-0.21862921338855704,0.11222330235627352,0.11222330235627352
1237,Tannin,snw_pc_s09,-0.043710695215901166,-0.043710695215901166,0.75364189847692,0.75364189847692
1238,UnsatHC,snw_pc_s09,0.11412802929124702,0.11412802929124702,0.4112292303199764,0.4112292303199764
1239,SumAllCompounds,snw_pc_s09,-0.18467802565433097,-0.18467802565433097,0.1812623400621721,0.1812623400621721
1240,AminoSugar,snw_pc_s10,-0.26963979097611357,-0.26963979097611357,0.0486364534667051,0.0486364534667051
1241,Carb,snw_pc_s10,-0.2624076163425714,-0.2624076163425714,0.05524878798680352,0.05524878798680352
1242,ConcHC,snw_pc_s10,-0.25257764735635346,-0.25257764735635346,0.0653829279799109,0.0653829279799109
1243,Lignin,snw_pc_s10,-0.2475054915893898,-0.2475054915893898,0.071165783105509,0.071165783105509
1244,Lipid,snw_pc_s10,-0.23943645511607178,-0.23943645511607178,0.08119653594339157,0.08119653594339157
1245,Other,snw_pc_s10,0.05243974114684036,0.05243974114684036,0.7064750993075781,0.7064750993075781
1246,Protein,snw_pc_s10,-0.2908054284550236,-0.2908054284550236,0.03289901351292589,0.03289901351292589
1247,Tannin,snw_pc_s10,-0.052231845198118604,-0.052231845198118604,0.7075866272900082,0.7075866272900082
1248,UnsatHC,snw_pc_s10,0.09247902008277852,0.09247902008277852,0.5059830928540409,0.5059830928540409
1249,SumAllCompounds,snw_pc_s10,-0.2615292990629642,-0.2615292990629642,0.05609912839889119,0.05609912839889119
1250,AminoSugar,snw_pc_s11,-0.3100318130611666,-0.3100318130611666,0.02251972847548098,0.02251972847548098
1251,Carb,snw_pc_s11,-0.3346852492424295,-0.3346852492424295,0.013373245002121583,0.013373245002121583
1252,ConcHC,snw_pc_s11,-0.29855508837863964,-0.29855508837863964,0.028316932771854736,0.028316932771854736
1253,Lignin,snw_pc_s11,-0.3186332387561089,-0.3186332387561089,0.018862004374679185,0.018862004374679185
1254,Lipid,snw_pc_s11,-0.23447624345946083,-0.23447624345946083,0.08789525556406916,0.08789525556406916
1255,Other,snw_pc_s11,0.207756380608228,0.207756380608228,0.13169009277282298,0.13169009277282298
1256,Protein,snw_pc_s11,-0.3185139058637506,-0.3185139058637506,0.01890906932821683,0.01890906932821683
1257,Tannin,snw_pc_s11,-0.09886123905284332,-0.09886123905284332,0.47694471479071177,0.47694471479071177
1258,UnsatHC,snw_pc_s11,0.18874586690384154,0.18874586690384154,0.17166895294881873,0.17166895294881873
1259,SumAllCompounds,snw_pc_s11,-0.3206159700722957,-0.3206159700722957,0.018094447521152975,0.018094447521152975
1260,AminoSugar,snw_pc_s12,-0.37627078168472694,-0.37627078168472694,0.005044529976573361,0.005044529976573361
1261,Carb,snw_pc_s12,-0.38500316448273947,-0.38500316448273947,0.004044112550703039,0.004044112550703039
1262,ConcHC,snw_pc_s12,-0.2016999515442533,-0.2016999515442533,0.14358128149918548,0.14358128149918548
1263,Lignin,snw_pc_s12,-0.25915189961307167,-0.25915189961307167,0.05845397388144965,0.05845397388144965
1264,Lipid,snw_pc_s12,-0.3299106609353922,-0.3299106609353922,0.014840502962297584,0.014840502962297584
1265,Other,snw_pc_s12,0.11006588287458553,0.11006588287458553,0.4281846490202873,0.4281846490202873
1266,Protein,snw_pc_s12,-0.36047660942601795,-0.36047660942601795,0.007414145337304038,0.007414145337304038
1267,Tannin,snw_pc_s12,-0.06408727273715555,-0.06408727273715555,0.6452308534544351,0.6452308534544351
1268,UnsatHC,snw_pc_s12,0.09063882730271033,0.09063882730271033,0.5145202658884622,0.5145202658884622
1269,SumAllCompounds,snw_pc_s12,-0.28782227008329375,-0.28782227008329375,0.034819770672159966,0.034819770672159966
1270,AminoSugar,glc_cl_smj,0.05374271129263576,0.05374271129263576,0.6995226085730939,0.6995226085730939
1271,Carb,glc_cl_smj,0.04212495023361933,0.04212495023361933,0.7623128774134991,0.7623128774134991
1272,ConcHC,glc_cl_smj,-0.053722787954587944,-0.053722787954587944,0.6996287349172604,0.6996287349172604
1273,Lignin,glc_cl_smj,0.2917612506506507,0.2917612506506507,0.03230254313086823,0.03230254313086823
1274,Lipid,glc_cl_smj,0.15052323732459527,0.15052323732459527,0.2772852596848878,0.2772852596848878
1275,Other,glc_cl_smj,-0.009246107317934404,-0.009246107317934404,0.9470941717903818,0.9470941717903818
1276,Protein,glc_cl_smj,0.19209327366802761,0.19209327366802761,0.16405566324474077,0.16405566324474077
1277,Tannin,glc_cl_smj,-0.1268435469429312,-0.1268435469429312,0.36071952816800135,0.36071952816800135
1278,UnsatHC,glc_cl_smj,0.04273876295390916,0.04273876295390916,0.7589529987938046,0.7589529987938046
1279,SumAllCompounds,glc_cl_smj,0.14703628752807335,0.14703628752807335,0.28869480896850686,0.28869480896850686
1280,AminoSugar,glc_pc_s01,,,,
1281,Carb,glc_pc_s01,,,,
1282,ConcHC,glc_pc_s01,,,,
1283,Lignin,glc_pc_s01,,,,
1284,Lipid,glc_pc_s01,,,,
1285,Other,glc_pc_s01,,,,
1286,Protein,glc_pc_s01,,,,
1287,Tannin,glc_pc_s01,,,,
1288,UnsatHC,glc_pc_s01,,,,
1289,SumAllCompounds,glc_pc_s01,,,,
1290,AminoSugar,glc_pc_s02,0.2713153727651317,0.2713153727651317,0.04720040733259426,0.04720040733259426
1291,Carb,glc_pc_s02,0.27753498140976496,0.27753498140976496,0.042169564592113996,0.042169564592113996
1292,ConcHC,glc_pc_s02,0.08695140243668963,0.08695140243668963,0.5318433212745105,0.5318433212745105
1293,Lignin,glc_pc_s02,0.05996783554501077,0.05996783554501077,0.6666511691817573,0.6666511691817573
1294,Lipid,glc_pc_s02,0.19571950272169913,0.19571950272169913,0.1560901484975569,0.1560901484975569
1295,Other,glc_pc_s02,-0.027356974608542552,-0.027356974608542552,0.8443247559019171,0.8443247559019171
1296,Protein,glc_pc_s02,0.1944968919276684,0.1944968919276684,0.15874329749156502,0.15874329749156502
1297,Tannin,glc_pc_s02,0.06864661289542592,0.06864661289542592,0.6218525295299165,0.6218525295299165
1298,UnsatHC,glc_pc_s02,-0.2251186864796035,-0.2251186864796035,0.10170291149187011,0.10170291149187011
1299,SumAllCompounds,glc_pc_s02,0.12721009593043967,0.12721009593043967,0.35932198667388643,0.35932198667388643
1300,AminoSugar,glc_pc_s03,,,,
1301,Carb,glc_pc_s03,,,,
1302,ConcHC,glc_pc_s03,,,,
1303,Lignin,glc_pc_s03,,,,
1304,Lipid,glc_pc_s03,,,,
1305,Other,glc_pc_s03,,,,
1306,Protein,glc_pc_s03,,,,
1307,Tannin,glc_pc_s03,,,,
1308,UnsatHC,glc_pc_s03,,,,
1309,SumAllCompounds,glc_pc_s03,,,,
1310,AminoSugar,glc_pc_s04,-0.3239459902941103,-0.3239459902941103,0.016865063697807856,0.016865063697807856
1311,Carb,glc_pc_s04,-0.33471517312576893,-0.33471517312576893,0.013364456806114977,0.013364456806114977
1312,ConcHC,glc_pc_s04,-0.0192138611376292,-0.0192138611376292,0.8903183509578118,0.8903183509578118
1313,Lignin,glc_pc_s04,-0.31373121766990913,-0.31373121766990913,0.020879180667685415,0.020879180667685415
1314,Lipid,glc_pc_s04,-0.27124989556462353,-0.27124989556462353,0.04725586669407161,0.04725586669407161
1315,Other,glc_pc_s04,0.08013815603704638,0.08013815603704638,0.564587403078022,0.564587403078022
1316,Protein,glc_pc_s04,-0.3724903747704742,-0.3724903747704742,0.005541037544277096,0.005541037544277096
1317,Tannin,glc_pc_s04,0.11425069052758174,0.11425069052758174,0.4107233372559649,0.4107233372559649
1318,UnsatHC,glc_pc_s04,0.3055015819194842,0.3055015819194842,0.024675614660414104,0.024675614660414104
1319,SumAllCompounds,glc_pc_s04,-0.2360119134306936,-0.2360119134306936,0.08577666702209434,0.08577666702209434
1320,AminoSugar,glc_pc_s05,,,,
1321,Carb,glc_pc_s05,,,,
1322,ConcHC,glc_pc_s05,,,,
1323,Lignin,glc_pc_s05,,,,
1324,Lipid,glc_pc_s05,,,,
1325,Other,glc_pc_s05,,,,
1326,Protein,glc_pc_s05,,,,
1327,Tannin,glc_pc_s05,,,,
1328,UnsatHC,glc_pc_s05,,,,
1329,SumAllCompounds,glc_pc_s05,,,,
1330,AminoSugar,glc_pc_s06,0.11306021447642407,0.11306021447642407,0.4156483767351581,0.4156483767351581
1331,Carb,glc_pc_s06,0.10418524957446633,0.10418524957446633,0.4534163006619205,0.4534163006619205
1332,ConcHC,glc_pc_s06,0.13961687092771358,0.13961687092771358,0.3139798588175985,0.3139798588175985
1333,Lignin,glc_pc_s06,0.015806072011519696,0.015806072011519696,0.909681986455522,0.909681986455522
1334,Lipid,glc_pc_s06,0.0565752070327862,0.0565752070327862,0.684493508969487,0.684493508969487
1335,Other,glc_pc_s06,-0.043117770982000855,-0.043117770982000855,0.7568805901226558,0.7568805901226558
1336,Protein,glc_pc_s06,0.13963646736013813,0.13963646736013813,0.31391126744087994,0.31391126744087994
1337,Tannin,glc_pc_s06,0.02088038864437394,0.02088038864437394,0.8808712269411969,0.8808712269411969
1338,UnsatHC,glc_pc_s06,-0.20600402409870827,-0.20600402409870827,0.13505175093801397,0.13505175093801397
1339,SumAllCompounds,glc_pc_s06,0.07400305180405467,0.07400305180405467,0.5948542874484252,0.5948542874484252
